日期,时段,计划购电量_kWh,充电量_kWh,放电量_kWh,时段初储能_kWh,紧急购电量_kWh
2025-09-23,6:10-6:20,0.0,0.0,694.3356300734159,9117.674237196114,48.324186593250715
2025-09-23,6:20-6:30,0.0,0.0,645.8934025813776,8346.190203781207,44.5753474186223
2025-09-23,6:30-6:40,0.0,0.0,613.9762443044972,7628.530867579676,16.6077723621695
2025-09-23,6:40-6:50,0.0,0.0,577.8974638145678,6946.335040574679,6.984686185432224
2025-09-23,6:50-7:00,0.0,0.0,521.3502690583302,6304.226747447381,24.862230941669736
2025-09-23,7:00-7:10,0.0,0.0,492.78978354416813,5724.948670715903,0.0
2025-09-23,7:10-7:20,0.0,0.0,466.4747705507332,5177.404466777938,0.0
2025-09-23,7:20-7:30,0.0,0.0,434.8613772863306,4659.099166166012,0.0
2025-09-23,7:30-7:40,0.0,0.0,251.60574447276707,4175.919858070089,33.862522193899565
2025-09-23,7:40-7:50,0.0,0.0,307.7726951670802,3896.357919767014,49.957521499586505
2025-09-23,7:50-8:00,0.0,0.0,423.62499470139613,3554.3882584702583,67.69958863193716
2025-09-23,8:00-8:10,0.0,0.0,403.68083190666533,3083.6938199131514,20.546168093334757
2025-09-23,8:10-8:20,0.0,0.0,328.45920300043855,2635.1595622390787,11.84044699956138
2025-09-23,8:20-8:30,0.0,0.0,320.35962845333563,2270.2048922385916,2.529121546664328
2025-09-23,8:30-8:40,0.0,0.0,260.8180343184119,1914.2497495126631,6.34671568158825
2025-09-23,8:40-8:50,0.0,0.0,134.39959232400537,1624.4519336033165,42.617391009327946
2025-09-23,8:50-9:00,0.0,0.0,87.13969645264544,1475.1190532433106,16.14697021402108
2025-09-23,9:00-9:10,0.0,0.0,44.650621809021565,1378.297168295927,43.87991152431176
2025-09-23,9:10-9:20,0.0,0.0,55.63765323155475,1328.685366285903,19.75608010177858
2025-09-23,9:20-9:30,0.0,0.0,3.796121767149856,1266.8657515841755,42.56346156618352
2025-09-23,9:30-9:40,0.0,80.85301924404075,0.0,1262.6478385095645,114.93368591070725
2025-09-23,9:40-9:50,0.0,98.11784821465294,0.0,1335.4155558292011,112.09628154798615
2025-09-23,9:50-10:00,0.0,186.44779861159225,0.0,1423.7216192223889,181.14738194492577
2025-09-23,10:00-10:10,0.0,193.94371701691765,0.0,1591.524637972822,197.3326836835843
2025-09-23,10:10-10:20,0.0,251.3713642538895,0.0,1766.0739832880477,205.45779758722267
2025-09-23,10:20-10:30,0.0,279.23270591466803,0.0,1992.3082111165481,145.30103924800142
2025-09-23,10:30-10:40,0.0,196.79398698434483,0.0,2243.6176464397495,50.004936984344965
2025-09-23,10:40-10:50,0.0,156.52088437492506,0.0,2420.73223472566,28.70781770825846
2025-09-23,10:50-11:00,0.0,214.31959270585662,0.0,2561.6010306630924,66.1337593725234
2025-09-23,11:00-11:10,618.9860192072965,833.3333333333333,0.0,2754.488664098363,0.0
2025-09-23,11:10-11:20,0.0,234.16480035182173,0.0,3504.488664098363,0.0
2025-09-23,11:20-11:30,237.53805102670879,541.3627338808924,0.0,3715.2369844150026,0.0
2025-09-23,11:30-11:40,578.5871337854721,833.3333333333333,0.0,4202.463444907806,0.0
2025-09-23,11:40-11:50,566.1922291882147,833.3333333333333,0.0,4952.463444907806,0.0
2025-09-23,11:50-12:00,469.01705790757103,833.3333333333333,0.0,5702.463444907806,0.0
2025-09-23,12:00-12:10,370.1616206587084,833.3333333333333,0.0,6452.463444907806,0.0
2025-09-23,12:10-12:20,350.401139497736,833.3333333333333,0.0,7202.463444907806,41.02816050226414
2025-09-23,12:20-12:30,463.0572982171637,833.3333333333333,0.0,7952.463444907806,0.0
2025-09-23,12:30-12:40,468.9097900024604,833.3333333333333,0.0,8702.463444907806,0.0
2025-09-23,12:40-12:50,0.0,239.42327019262643,0.0,9452.463444907806,0.0
2025-09-23,12:50-13:00,0.0,231.97009534447568,0.0,9667.944388081169,0.0
2025-09-23,13:00-13:10,0.0,186.04380522774363,0.0,9876.717473891196,0.0
2025-09-23,13:10-13:20,0.0,207.84133213453515,0.0,10044.156898596166,0.0
2025-09-23,13:20-13:30,0.0,244.099399227469,0.0,10231.214097517248,0.0
2025-09-23,13:30-13:40,0.0,135.88536081229333,0.0,10450.90355682197,0.0
2025-09-23,13:40-13:50,0.0,85.03421946951045,0.0,10573.200381553033,0.0
2025-09-23,13:50-14:00,0.0,48.21305218026414,0.0,10649.731179075592,0.0
2025-09-23,14:00-14:10,0.0,80.25576751366452,0.0,10693.12292603783,0.0
2025-09-23,14:10-14:20,0.0,38.49653688874605,0.0,10765.353116800128,8.390070222079203
2025-09-23,14:20-14:30,0.0,0.0,81.50354925896806,10800.0,0.0
2025-09-23,14:30-14:40,0.0,0.0,77.01692882628775,10709.440500823368,60.26853784037884
2025-09-23,14:40-14:50,0.0,0.0,179.48654809640698,10623.866135460827,23.094568570259526
2025-09-23,14:50-15:00,220.0713697514788,0.0,0.0,10424.43663757593,30.10238024852123
2025-09-23,15:00-15:10,715.4922347567515,417.2926249156343,0.0,10424.43663757593,0.0
2025-09-23,15:10-15:20,282.7172898860034,0.0,0.0,10800.0,5.066910113996414
2025-09-23,15:20-15:30,335.4330949522755,0.0,0.0,10800.0,0.0
2025-09-23,15:30-15:40,357.5929819232426,0.0,0.0,10800.0,0.0
2025-09-23,15:40-15:50,358.5631372012181,0.0,0.0,10800.0,0.0
2025-09-23,15:50-16:00,420.2422702705457,0.0,0.0,10800.0,73.34022972945428
2025-09-23,16:00-16:10,488.91326798347035,0.0,-0.0,10800.0,100.5193820165295
2025-09-23,16:10-16:20,515.120304301665,0.0,-0.0,10800.0,120.69334569833507
2025-09-23,16:20-16:30,619.4582481937765,0.0,-0.0,10800.0,48.77716847289014
2025-09-23,16:30-16:40,667.543813659961,0.0,-0.0,10800.0,48.80371967337226
2025-09-23,16:40-16:50,728.8942230643735,0.0,-0.0,10800.0,35.928460268959725
2025-09-23,16:50-17:00,758.5386070757884,0.0,-0.0,10800.0,55.51514292421143
2025-09-23,17:00-17:10,828.3310613989693,0.0,-0.0,10800.0,48.75592193436398
2025-09-23,17:10-17:20,863.7261370664894,0.0,-0.0,10800.0,49.6104796001772
2025-09-23,17:20-17:30,844.0410115123599,0.0,0.0,10800.0,112.34273848764008
2025-09-23,17:30-17:40,892.8545832193377,-0.0,0.0,10800.0,159.008083447329
2025-09-23,17:40-17:50,866.7767166003935,0.0,0.0,10800.0,92.38860006627317
2025-09-23,17:50-18:00,785.6577151695501,0.0,-0.0,10800.0,0.0
2025-09-23,18:00-18:10,794.9587745795535,0.0,-0.0,10800.0,0.0
2025-09-23,18:10-18:20,838.5053816593796,0.0,0.0,10800.0,0.0
2025-09-23,18:20-18:30,862.6461450198464,0.0,0.0,10800.0,0.0
2025-09-23,18:30-18:40,886.5007050639131,0.0,0.0,10800.0,0.0
2025-09-23,18:40-18:50,891.9950833232801,0.0,0.0,10800.0,0.0
2025-09-23,18:50-19:00,44.55497726040471,0.0,833.3333333333333,10800.0,0.0
2025-09-23,19:00-19:10,102.41100450387194,0.0,833.3333333333333,9874.074074074075,0.0
2025-09-23,19:10-19:20,91.60102506861085,0.0,833.3333333333333,8948.14814814815,0.0
2025-09-23,19:20-19:30,56.23371311790538,0.0,833.3333333333333,8022.2222222222235,0.0
2025-09-23,19:30-19:40,114.4682642607603,0.0,833.3333333333333,7096.296296296297,0.0
2025-09-23,19:40-19:50,126.10640046564845,0.0,833.3333333333333,6170.370370370371,0.0
2025-09-23,19:50-20:00,73.86406199139708,0.0,833.3333333333333,5244.444444444445,0.0
2025-09-23,20:00-20:10,62.4061206266216,0.0,833.3333333333333,4318.518518518519,0.0
2025-09-23,20:10-20:20,593.3151695359102,0.0,306.6666666666668,3392.592592592593,0.0
2025-09-23,20:20-20:30,67.0572051963145,0.0,833.3333333333333,3051.851851851852,0.0
2025-09-23,20:30-20:40,68.45262748964183,0.0,833.3333333333333,2125.925925925926,0.0
2025-09-23,20:40-20:50,898.8729688644021,0.0,-0.0,1200.0,0.0
2025-09-23,20:50-21:00,901.7524707753578,0.0,0.0,1200.0,0.0
2025-09-23,21:00-21:10,899.0509620100714,0.0,0.0,1200.0,0.0
2025-09-23,21:10-21:20,897.0723897261579,0.0,0.0,1200.0,0.0
2025-09-23,21:20-21:30,894.6992028530103,0.0,0.0,1200.0,0.0
2025-09-23,21:30-21:40,955.1284759084442,0.0,-0.0,1200.0,0.0
2025-09-23,21:40-21:50,863.495078211592,0.0,-0.0,1200.0,0.0
2025-09-23,21:50-22:00,712.7742572221016,0.0,0.0,1200.0,0.0
2025-09-23,22:00-22:10,662.5115568886616,0.0,0.0,1200.0,0.0
2025-09-23,22:10-22:20,669.700420706348,0.0,-0.0,1200.0,0.0
2025-09-23,22:20-22:30,711.3131635407888,0.0,0.0,1200.0,0.0
2025-09-23,22:30-22:40,622.6856381100746,0.0,0.0,1200.0,0.0
2025-09-23,22:40-22:50,636.5415099108137,0.0,0.0,1200.0,0.0
2025-09-23,22:50-23:00,675.0278699137191,0.0,0.0,1200.0,0.0
2025-09-23,23:00-23:10,651.1519298732584,0.0,0.0,1200.0,0.0
2025-09-23,23:10-23:20,623.4502480301692,0.0,0.0,1200.0,0.0
2025-09-23,23:20-23:30,641.0119892280355,0.0,0.0,1200.0,0.0
2025-09-23,23:30-23:40,647.9468493386136,0.0,0.0,1200.0,0.0
2025-09-23,23:40-23:50,705.3439402081677,0.0,0.0,1200.0,0.0
2025-09-23,23:50-0:00+1,704.4686021235933,0.0,-0.0,1200.0,0.0
2025-12-21,0:00-0:10,1440.2602802172923,833.3333333333333,0.0,1200.0,0.0
2025-12-21,0:10-0:20,1428.937141461283,833.3333333333333,0.0,1950.0,0.0
2025-12-21,0:20-0:30,1440.4865614256616,833.3333333333333,0.0,2700.0,0.0
2025-12-21,0:30-0:40,1449.7308137202208,833.3333333333333,0.0,3450.0,0.0
2025-12-21,0:40-0:50,1477.0663788356542,833.3333333333333,0.0,4200.0,0.0
2025-12-21,0:50-1:00,1454.3813926773214,833.3333333333333,0.0,4950.0,0.0
2025-12-21,1:00-1:10,1284.3669598367992,666.6666666666666,0.0,5700.0,0.0
2025-12-21,1:10-1:20,1444.0335106724588,833.3333333333333,0.0,6300.0,22.5357726608745
2025-12-21,1:20-1:30,1464.6273578081357,833.3333333333333,0.0,7050.0,0.0
2025-12-21,1:30-1:40,664.0096477578766,0.0,0.0,7800.0,0.0
2025-12-21,1:40-1:50,652.8117964732709,0.0,0.0,7800.0,0.0
2025-12-21,1:50-2:00,1481.6138489020673,833.3333333333333,0.0,7800.0,0.0
2025-12-21,2:00-2:10,1493.9048351265142,833.3333333333333,0.0,8550.0,0.0
2025-12-21,2:10-2:20,653.998705874726,0.0,0.0,9300.0,0.0
2025-12-21,2:20-2:30,684.8361192683433,0.0,0.0,9300.0,0.0
2025-12-21,2:30-2:40,674.0129026850628,0.0,0.0,9300.0,0.0
2025-12-21,2:40-2:50,707.9355725969158,0.0,0.0,9300.0,0.0
2025-12-21,2:50-3:00,673.2690026643287,0.0,0.0,9300.0,0.0
2025-12-21,3:00-3:10,656.1980057628059,0.0,0.0,9300.0,40.559677570527356
2025-12-21,3:10-3:20,701.1988971104671,0.0,0.0,9300.0,0.0
2025-12-21,3:20-3:30,717.9042643910407,0.0,0.0,9300.0,0.0
2025-12-21,3:30-3:40,646.1946633470078,0.0,0.0,9300.0,57.21963665299222
2025-12-21,3:40-3:50,640.1575858334164,0.0,0.0,9300.0,97.1633641665835
2025-12-21,3:50-4:00,686.935398275514,0.0,0.0,9300.0,0.0
2025-12-21,4:00-4:10,726.9926876026907,0.0,0.0,9300.0,0.0
2025-12-21,4:10-4:20,763.6673402118398,0.0,0.0,9300.0,0.0
2025-12-21,4:20-4:30,793.993626529775,0.0,0.0,9300.0,0.0
2025-12-21,4:30-4:40,807.5546454536582,0.0,0.0,9300.0,0.0
2025-12-21,4:40-4:50,759.2035222469641,0.0,0.0,9300.0,0.0
2025-12-21,4:50-5:00,722.757422626915,0.0,0.0,9300.0,0.0
2025-12-21,5:00-5:10,780.8017345069164,0.0,0.0,9300.0,0.0
2025-12-21,5:10-5:20,798.5243457262376,0.0,0.0,9300.0,0.0
2025-12-21,5:20-5:30,1565.3156027124974,833.3333333333333,0.0,9300.0,0.0
2025-12-21,5:30-5:40,1559.8610342119014,833.3333333333333,0.0,10050.0,0.0
2025-12-21,5:40-5:50,834.2442797856385,0.0,-0.0,10800.0,0.0
2025-12-21,5:50-6:00,930.3376301790815,0.0,0.0,10800.0,0.0
2025-12-21,6:00-6:10,246.9452261049504,0.0,675.0,10800.0,0.0
2025-12-21,6:10-6:20,894.4948179801218,0.0,0.0,10050.0,6.8105986865449495
2025-12-21,6:20-6:30,922.9873370548728,0.0,0.0,10050.0,8.187662945127158
2025-12-21,6:30-6:40,902.1759200775507,0.0,0.0,10050.0,0.0
2025-12-21,6:40-6:50,904.9619498103465,0.0,0.0,10050.0,0.0
2025-12-21,6:50-7:00,907.9087906362308,0.0,0.0,10050.0,0.0
2025-12-21,7:00-7:10,930.9790534622122,0.0,0.0,10050.0,0.0
2025-12-21,7:10-7:20,880.3443982561196,0.0,0.0,10050.0,0.0
2025-12-21,7:20-7:30,834.6678646628517,0.0,0.0,10050.0,0.0
2025-12-21,7:30-7:40,1602.7083919529678,833.3333333333333,0.0,10050.0,0.0
2025-12-21,7:40-7:50,840.4249513434706,0.0,0.0,10800.0,0.0
2025-12-21,7:50-8:00,106.21051333789842,0.0,833.3333333333333,10800.0,0.6107366621015444
2025-12-21,8:00-8:10,91.56714842247368,0.0,833.3333333333333,9874.074074074075,0.0
2025-12-21,8:10-8:20,0.0,0.0,833.3333333333333,8948.14814814815,0.0
2025-12-21,8:20-8:30,0.0,0.0,826.2209425405921,8022.2222222222235,0.0
2025-12-21,8:30-8:40,0.0,0.0,806.2177823016065,7104.198952732677,0.0
2025-12-21,8:40-8:50,0.0,0.0,749.1209457323534,6208.401416842003,0.0
2025-12-21,8:50-9:00,0.0,0.0,681.8908625854466,5376.044810472721,0.0
2025-12-21,9:00-9:10,0.0,0.0,647.2348925410413,4618.388296488892,0.0
2025-12-21,9:10-9:20,0.0,0.0,638.687989004242,3899.238415887735,0.0
2025-12-21,9:20-9:30,401.15127236149823,0.0,199.5826935379186,3189.5850947719105,0.0
2025-12-21,9:30-9:40,592.4678669487989,0.0,0.0,2967.8265463964453,0.0
2025-12-21,9:40-9:50,596.4994239073089,0.0,0.0,2967.8265463964453,0.0
2025-12-21,9:50-10:00,0.0,0.0,558.5119485132011,2967.8265463964453,0.0
2025-12-21,10:00-10:10,0.0,0.0,516.7779237618917,2347.2577147151105,0.0
2025-12-21,10:10-10:20,493.468071106572,0.0,0.0,1773.060021646342,0.0
2025-12-21,10:20-10:30,476.80721870177535,0.0,0.0,1773.060021646342,0.0
2025-12-21,10:30-10:40,0.0,0.0,515.7540194817077,1773.060021646342,0.0
2025-12-21,10:40-10:50,507.93959211255196,0.0,0.0,1200.0,0.0
2025-12-21,10:50-11:00,1310.4727627047605,833.3333333333333,0.0,1200.0,0.0
2025-12-21,11:00-11:10,1265.1142026973334,833.3333333333333,0.0,1950.0,0.0
2025-12-21,11:10-11:20,1232.9096560451103,833.3333333333333,0.0,2700.0,0.0
2025-12-21,11:20-11:30,1212.881820344128,833.3333333333333,0.0,3450.0,0.0
2025-12-21,11:30-11:40,1240.0151342454335,833.3333333333333,0.0,4200.0,0.0
2025-12-21,11:40-11:50,1079.1825059756277,833.3333333333333,0.0,4950.0,0.0
2025-12-21,11:50-12:00,1200.165218863538,833.3333333333333,0.0,5700.0,0.0
2025-12-21,12:00-12:10,1162.5066702288887,833.3333333333333,0.0,6450.0,0.0
2025-12-21,12:10-12:20,1003.5736484431097,833.3333333333333,0.0,7200.0,0.0
2025-12-21,12:20-12:30,1275.334642116386,833.3333333333333,0.0,7950.0,0.0
2025-12-21,12:30-12:40,1046.3269402611415,833.3333333333333,0.0,8700.0,0.0
2025-12-21,12:40-12:50,1262.172020131156,833.3333333333333,0.0,9450.0,0.0
2025-12-21,12:50-13:00,590.9074602429669,0.0,0.0,10200.0,0.0
2025-12-21,13:00-13:10,485.0712973944537,0.0,0.0,10200.0,0.0
2025-12-21,13:10-13:20,400.2837767843771,0.0,0.0,10200.0,0.0
2025-12-21,13:20-13:30,390.23698074142135,0.0,0.0,10200.0,0.0
2025-12-21,13:30-13:40,452.7047488994167,0.0,0.0,10200.0,0.0
2025-12-21,13:40-13:50,453.18030634130776,0.0,0.0,10200.0,0.0
2025-12-21,13:50-14:00,0.0,0.0,400.154164385552,10200.0,0.0
2025-12-21,14:00-14:10,0.0,0.0,459.5056788961607,9755.384261793832,0.0
2025-12-21,14:10-14:20,0.0,0.0,519.2509442246086,9244.822396353653,0.0
2025-12-21,14:20-14:30,0.0,0.0,531.7833145150983,8667.876902770755,0.0
2025-12-21,14:30-14:40,0.0,0.0,515.6741380047779,8077.006553309535,0.0
2025-12-21,14:40-14:50,158.40350830827714,0.0,408.6317599738036,7504.035288859782,0.0
2025-12-21,14:50-15:00,1480.7101518323664,833.3333333333333,0.0,7050.0,0.0
2025-12-21,15:00-15:10,1527.051454751322,833.3333333333333,0.0,7800.0,0.0
2025-12-21,15:10-15:20,1536.783818931792,833.3333333333333,0.0,8550.0,0.0
2025-12-21,15:20-15:30,1599.917009182836,833.3333333333333,0.0,9300.0,0.0
2025-12-21,15:30-15:40,1681.5238517820403,833.3333333333333,0.0,10050.0,0.0
2025-12-21,15:40-15:50,846.2238235989532,0.0,0.0,10800.0,0.0
2025-12-21,15:50-16:00,831.707674464352,0.0,0.0,10800.0,0.0
2025-12-21,16:00-16:10,847.0112690416179,0.0,0.0,10800.0,0.0
2025-12-21,16:10-16:20,908.8414785096267,-0.0,0.0,10800.0,0.0
2025-12-21,16:20-16:30,949.3159961234494,0.0,0.0,10800.0,0.0
2025-12-21,16:30-16:40,1019.4462370317889,0.0,0.0,10800.0,0.0
2025-12-21,16:40-16:50,1031.04187369205,0.0,0.0,10800.0,0.0
2025-12-21,16:50-17:00,1027.3303750375483,0.0,0.0,10800.0,1.4662916291183592
2025-12-21,17:00-17:10,1033.7270105302018,0.0,0.0,10800.0,0.0
2025-12-21,17:10-17:20,1040.5716209835796,0.0,0.0,10800.0,0.0
2025-12-21,17:20-17:30,1034.891683028964,0.0,0.0,10800.0,21.569983637702535
2025-12-21,17:30-17:40,1028.585259352384,0.0,0.0,10800.0,19.763873980949256
2025-12-21,17:40-17:50,939.6263644523193,0.0,0.0,10800.0,0.0
2025-12-21,17:50-18:00,730.769595819171,0.0,-0.0,10800.0,0.0
2025-12-21,18:00-18:10,763.9232635196227,0.0,-0.0,10800.0,0.0
2025-12-21,18:10-18:20,781.5054663762345,0.0,0.0,10800.0,0.0
2025-12-21,18:20-18:30,748.71561924373,0.0,0.0,10800.0,0.0
2025-12-21,18:30-18:40,741.969279899832,0.0,0.0,10800.0,0.0
2025-12-21,18:40-18:50,550.3475220205329,0.0,215.91355430364217,10800.0,0.0
2025-12-21,18:50-19:00,0.0,0.0,764.916135523205,10560.09605077373,0.0
2025-12-21,19:00-19:10,0.0,0.0,758.2161050596656,9710.189233525725,0.0
2025-12-21,19:10-19:20,0.0,0.0,765.1585229446304,8867.726894570542,0.0
2025-12-21,19:20-19:30,0.0,0.0,762.4484547811527,8017.550757965397,0.0
2025-12-21,19:30-19:40,0.0,0.0,754.1081569072218,7170.385808208561,0.0
2025-12-21,19:40-19:50,0.0,0.0,748.3999324119856,6332.487856089426,0.0
2025-12-21,19:50-20:00,0.0,0.0,735.8857463251019,5500.932375631664,44.382587008231326
2025-12-21,20:00-20:10,0.0,0.0,794.8806574833804,4683.281546381551,0.0
2025-12-21,20:10-20:20,0.0,0.0,811.3712043866051,3800.0808158444624,0.0
2025-12-21,20:20-20:30,0.0,0.0,763.0389528671201,2898.557255414901,0.0
2025-12-21,20:30-20:40,0.0,0.0,765.6625770062908,2050.7361966736567,0.0
2025-12-21,20:40-20:50,780.7107930488164,0.0,-0.0,1200.0,0.0
2025-12-21,20:50-21:00,786.3258193293957,0.0,0.0,1200.0,0.0
2025-12-21,21:00-21:10,779.2372579424778,0.0,0.0,1200.0,0.0
2025-12-21,21:10-21:20,765.6471301475672,0.0,0.0,1200.0,0.0
2025-12-21,21:20-21:30,752.7557422314383,0.0,0.0,1200.0,0.0
2025-12-21,21:30-21:40,799.2975586362082,0.0,-0.0,1200.0,0.0
2025-12-21,21:40-21:50,735.5564126810687,0.0,-0.0,1200.0,0.0
2025-12-21,21:50-22:00,625.4257895280244,0.0,0.0,1200.0,0.0
2025-12-21,22:00-22:10,617.7659410254171,0.0,0.0,1200.0,0.0
2025-12-21,22:10-22:20,621.0314213163522,0.0,-0.0,1200.0,0.0
2025-12-21,22:20-22:30,604.6344029674597,0.0,0.0,1200.0,0.0
2025-12-21,22:30-22:40,580.7389404424097,0.0,0.0,1200.0,0.0
2025-12-21,22:40-22:50,575.1376730069027,0.0,0.0,1200.0,0.0
2025-12-21,22:50-23:00,613.7015112864694,0.0,0.0,1200.0,0.0
2025-12-21,23:00-23:10,628.5508326933307,0.0,0.0,1200.0,0.0
2025-12-21,23:10-23:20,595.9053507460603,0.0,0.0,1200.0,0.0
2025-12-21,23:20-23:30,599.7510017669028,0.0,0.0,1200.0,0.0
2025-12-21,23:30-23:40,598.9053430698755,0.0,0.0,1200.0,0.0
2025-12-21,23:40-23:50,601.642204428706,0.0,0.0,1200.0,0.0
2025-12-21,23:50-0:00+1,627.8255957046023,0.0,-0.0,1200.0,0.0
