date,slot,start,end,issue_hour,price_yuan_per_kwh,original_kwh,adjusted_kwh,increase_kwh,decrease_kwh,charge_kwh,discharge_kwh,energy_before_kwh,energy_after_kwh,load_kwh,pv_kwh,forecast_net_kwh,net_supply_kwh,emergency_kwh,dump_kwh,planned_cost_yuan,increase_cost_yuan,cancellation_refund_yuan,breach_cost_yuan,adjustment_net_yuan,emergency_cost_yuan,total_cost_yuan,delta_grid_kw
2025-03-20,120,20:00,20:10,18,1.3513,0,0,0,0,0,731.74483,4495.86881574,3682.81900463,764.336516667,0,719.497754167,731.74483,32.5916866667,0,0,0,0,0,0,220.205730963,220.205730963,0
2025-03-20,121,20:10,20:20,18,1.34,-0,0,0,0,0,742.19217,3682.81900463,2858.16103796,753.943816667,0,726.198316667,742.19217,11.7516466667,0,-0,0,0,0,0,78.7360326667,78.7360326667,0
2025-03-20,122,20:20,20:30,18,1.3489,-0,0,0,0,0,740.583333333,2858.16103796,2035.29066759,702.561666667,0,720.50325,740.583333333,0,38.0216666667,-0,0,0,0,0,0,0,0
2025-03-20,123,20:30,20:40,18,1.3952,0,0,0,0,0,750.5421675,2035.29066759,1201.35492593,709.374483333,0,727.170594167,750.5421675,0,41.1676841667,0,0,0,0,0,0,0,0
2025-03-20,124,20:40,20:50,18,1.2226,759.588251667,759.588251667,0,0,0,1.21943333333,1201.35492593,1200,719.835983333,0,746.293243333,760.807685,0,40.9717016667,928.672596488,0,0,0,0,0,928.672596488,0
2025-03-20,125,20:50,21:00,18,0.9332,784.396166667,784.396166667,0,0,1.83369816872,0,1200,1201.65032835,709.541666667,0,754.947666667,782.562468498,0,73.0208018313,731.998502733,0,0,0,0,0,731.998502733,0
2025-03-20,126,21:00,21:10,18,0.9068,753.049211111,753.049211111,0,0,7.65818083333,0,1201.65032835,1208.5426911,715.044683333,0,729.2037725,745.391030278,0,30.3463469444,682.865024636,0,0,0,0,0,682.865024636,0
2025-03-20,127,21:10,21:20,18,0.9371,719.397268333,719.397268333,0,0,0.512759166667,0,1208.5426911,1209.00417435,736.4506,0,705.969618333,718.884509167,17.5660908333,0,674.147180155,0,0,0,0,82.3059185996,756.453098755,0
2025-03-20,128,21:20,21:30,18,0.9371,728.914583333,728.914583333,0,0,0,0,1209.00417435,1209.00417435,758.933333333,0,716.080083333,728.914583333,30.01875,0,683.065856042,0,0,0,0,140.652853125,823.718709167,0
2025-03-20,129,21:30,21:40,18,0.9871,748.646831417,748.646831417,0,0,0,8.10375691667,1209.00417435,1200,754.375466667,0,742.2043175,756.750588333,0,2.37512166667,738.989287291,0,0,0,0,0,738.989287291,0
2025-03-20,130,21:40,21:50,18,0.7764,683.932632472,683.932632472,0,0,0,0,1200,1200,666.937533333,0,668.589306667,683.932632472,0,16.9950991389,531.005295851,0,0,0,0,0,531.005295851,0
2025-03-20,131,21:50,22:00,18,0.4209,1378.66011193,1378.66011193,0,0,813.214528596,0,1200,1931.89307574,553.156666667,0,545.915916667,565.445583333,0,12.2889166667,580.278041111,0,0,0,0,0,580.278041111,0
2025-03-20,132,22:00,22:10,18,0.3859,1393.6823325,1393.6823325,0,0,832.036904167,0,1931.89307574,2680.72628949,538.901466667,0,545.290994167,561.645428333,0,22.7439616667,537.822012112,0,0,0,0,0,537.822012112,0
2025-03-20,133,22:10,22:20,18,0.4368,578.4282625,578.4282625,0,0,2.49307583333,0,2680.72628949,2682.97005774,553.3285,0,561.900680833,575.935186667,0,22.6066866667,252.65746506,0,0,0,0,0,252.65746506,0
2025-03-20,134,22:20,22:30,18,0.4198,1388.59166667,1388.59166667,0,0,817.69125,0,2682.97005774,3418.89218274,542.64,0,547.01925,570.900416667,0,28.2604166667,582.930781667,0,0,0,0,0,582.930781667,0
2025-03-20,135,22:30,22:40,18,0.4186,1401.35563833,1401.35563833,0,0,821.199411667,0,3418.89218274,4157.97165324,524.0221,0,557.693935833,580.156226667,0,56.1341266667,586.607470206,0,0,0,0,0,586.607470206,0
2025-03-20,136,22:40,22:50,18,0.4241,596.7229575,596.7229575,0,0,10.165015,0,4157.97165324,4167.12016674,526.969566667,0,567.153650833,586.5579425,0,59.5883758333,253.070206276,0,0,0,0,0,253.070206276,0
2025-03-20,137,22:50,23:00,18,0.4237,602.658,602.658,0,0,23.9713333333,0,4167.12016674,4188.69436674,549.4,0,566.081083333,578.686666667,0,29.2866666667,255.3461946,0,0,0,0,0,255.3461946,0
2025-03-20,138,23:00,23:10,18,0.4248,600.019993333,600.019993333,0,0,6.0169425,0,4188.69436674,4194.10961499,559.40135,0,573.371385833,594.003050833,0,34.6017008333,254.888493168,0,0,0,0,0,254.888493168,0
2025-03-20,139,23:10,23:20,18,0.424,591.854176667,591.854176667,0,0,9.83980916667,0,4194.10961499,4202.96544324,543.627933333,0,563.6767975,582.0143675,0,38.3864341667,250.946170907,0,0,0,0,0,250.946170907,0
2025-03-20,140,23:20,23:30,18,0.422,583.913166667,583.913166667,0,0,15.8915,0,4202.96544324,4217.26779324,544.621666667,0,548.619666667,568.021666667,0,23.4,246.411356333,0,0,0,0,0,246.411356333,0
2025-03-20,141,23:30,23:40,18,0.424,591.5354675,591.5354675,0,0,10.5638833333,0,4217.26779324,4226.77528824,600.679333333,0,559.050435833,580.971584167,19.7077491667,0,250.81103822,0,0,0,0,41.7804282333,292.591466453,0
2025-03-20,142,23:40,23:50,18,0.4271,548.233014722,548.233014722,0,0,11.6848872222,0,4226.77528824,4237.29168674,540.978183333,0,514.1282775,536.5481275,4.43005583333,0,234.150320588,0,0,0,0,9.46038423208,243.61070482,0
2025-03-20,143,23:50,24:00,18,0.4276,459.56275,459.56275,0,0,10.24275,0,4237.29168674,4246.51016174,400.166666667,0,424.433666667,449.32,0,49.1533333333,196.5090319,0,0,0,0,0,196.5090319,0
2025-06-21,0,00:00,00:10,0,0.4248,548.5422325,548.5422325,0,0,0,0,2292.65930243,2292.65930243,514.663966667,0,525.226503333,548.5422325,0,33.8782658333,233.020740366,0,0,0,0,0,233.020740366,0
2025-06-21,1,00:10,00:20,0,0.4245,1301.36602498,1301.36602498,0,0,762.828720815,0,2292.65930243,2979.20515117,533.34865,0,514.7227375,538.537304167,0,5.18865416667,552.429877605,0,0,0,0,0,552.429877605,0
2025-06-21,2,00:20,00:30,0,0.4269,526.46875,526.46875,0,0,0,0,2979.20515117,2979.20515117,566.91,0,495.261083333,526.46875,40.44125,0,224.749509375,0,0,0,0,86.321848125,311.0713575,0
2025-06-21,3,00:30,00:40,0,0.4272,539.081436667,539.081436667,0,0,0,0,2979.20515117,2979.20515117,510.587683333,0,514.0913775,539.081436667,0,28.4937533333,230.295589744,0,0,0,0,0,230.295589744,0
2025-06-21,4,00:40,00:50,0,0.4271,550.26665,550.26665,0,0,0,0,2979.20515117,2979.20515117,470.042866667,0,527.81095,550.26665,0,80.2237833333,235.018886215,0,0,0,0,0,235.018886215,0
2025-06-21,5,00:50,01:00,0,0.4285,551.600666667,551.600666667,0,0,0,0,2979.20515117,2979.20515117,480.563333333,0,518.988833333,551.600666667,0,71.0373333333,236.360885667,0,0,0,0,0,236.360885667,0
2025-06-21,6,01:00,01:10,0,0.4311,535.1544275,535.1544275,0,0,0,0,2979.20515117,2979.20515117,478.329933333,0,511.238098333,535.1544275,0,56.8244941667,230.705073695,0,0,0,0,0,230.705073695,0
2025-06-21,7,01:10,01:20,0,0.4302,515.804890833,515.804890833,0,0,0,0,2979.20515117,2979.20515117,497.638116667,0,496.564340833,515.804890833,0,18.1667741667,221.899264036,0,0,0,0,0,221.899264036,0
2025-06-21,8,01:20,01:30,0,0.4279,506.259833333,506.259833333,0,0,0,0,2979.20515117,2979.20515117,527.363333333,0,480.13275,506.259833333,21.1035,0,216.628582683,0,0,0,0,45.15093825,261.779520933,0
2025-06-21,9,01:30,01:40,0,0.4312,511.666393333,511.666393333,0,0,0,0,2979.20515117,2979.20515117,510.807616667,0,479.984979167,511.666393333,0,0.858776666667,220.630548805,0,0,0,0,0,220.630548805,0
2025-06-21,10,01:40,01:50,0,0.4333,499.242999167,499.242999167,0,0,0,0,2979.20515117,2979.20515117,492.340983333,0,480.231161667,499.242999167,0,6.90201583333,216.321991539,0,0,0,0,0,216.321991539,0
2025-06-21,11,01:50,02:00,0,0.4311,498.076166667,498.076166667,0,0,0,0,2979.20515117,2979.20515117,499.103333333,0,478.341,498.076166667,1.02716666667,0,214.72063545,0,0,0,0,2.21405775,216.9346932,0
2025-06-21,12,02:00,02:10,0,0.4293,499.8505175,499.8505175,0,0,0,0,2979.20515117,2979.20515117,512.0669,0,485.31446,499.8505175,12.2163825,0,214.585827163,0,0,0,0,26.2224650363,240.808292199,0
2025-06-21,13,02:10,02:20,0,0.4324,505.3988675,505.3988675,0,0,0,0,2979.20515117,2979.20515117,502.183583333,0,479.7949925,505.3988675,0,3.21528416667,218.534470307,0,0,0,0,0,218.534470307,0
2025-06-21,14,02:20,02:30,0,0.4367,502.801833333,502.801833333,0,0,0,0,2979.20515117,2979.20515117,473.125,0,473.988166667,502.801833333,0,29.6768333333,219.573560617,0,0,0,0,0,219.573560617,0
2025-06-21,15,02:30,02:40,0,0.4348,521.851676667,521.851676667,0,0,0,0,2979.20515117,2979.20515117,458.319983333,0,496.718294167,521.851676667,0,63.5316933333,226.901109015,0,0,0,0,0,226.901109015,0
2025-06-21,16,02:40,02:50,0,0.4335,499.700571667,499.700571667,0,0,0,0,2979.20515117,2979.20515117,470.09745,0,480.320873333,499.700571667,0,29.6031216667,216.620197818,0,0,0,0,0,216.620197818,0
2025-06-21,17,02:50,03:00,0,0.4357,468.291083333,468.291083333,0,0,0,0,2979.20515117,2979.20515117,489.373333333,0,437.468166667,468.291083333,21.08225,0,204.034425008,0,0,0,0,45.927681625,249.962106633,0
2025-06-21,18,03:00,03:10,0,0.4374,467.084954194,467.084954194,0,0,0,0,2979.20515117,2979.20515117,486.698233333,0.0002,449.418197527,467.084954194,19.6130791392,0,204.302958965,0,0,0,0,42.8938040774,247.196763042,0
2025-06-21,19,03:10,03:20,0,0.4371,469.07379118,469.07379118,0,0,0,0,2979.20515117,2979.20515117,491.8388,0,455.802967847,469.07379118,22.7650088199,0,205.032154125,0,0,0,0,49.7529267759,254.785080901,0
2025-06-21,20,03:20,03:30,0,0.4356,460.1965,460.1965,0,0,0,0,2979.20515117,2979.20515117,496.251666667,0,444.009166667,460.1965,36.0551666667,0,200.4615954,0,0,0,0,78.528153,278.9897484,0
2025-06-21,21,03:30,03:40,0,0.4353,478.478331951,478.478331951,0,0,0,0,2979.20515117,2979.20515117,463.383,0.0027,463.13326752,478.478331951,0,15.0980319508,208.281617898,0,0,0,0,0,208.281617898,0
2025-06-21,22,03:40,03:50,0,0.436,492.87598236,492.87598236,0,0,0,0,2979.20515117,2979.20515117,454.71765,0,474.07811736,492.87598236,0,38.1583323603,214.893928309,0,0,0,0,0,214.893928309,0
2025-06-21,23,03:50,04:00,0,0.4378,492.275833333,492.275833333,0,0,0,0,2979.20515117,2979.20515117,477.031666667,0,464.994916667,492.275833333,0,15.2441666667,215.518359833,0,0,0,0,0,215.518359833,0
2025-06-21,24,04:00,04:10,0,0.4401,482.41023242,482.41023242,0,0,0,0,2979.20515117,2979.20515117,474.3197,0.0377166666667,463.550133157,482.41023242,0,8.1282490871,212.308743288,0,0,0,0,0,212.308743288,0
2025-06-21,25,04:10,04:20,0,0.4389,472.23527471,472.23527471,0,0,0,0,2979.20515117,2979.20515117,458.1585,0,456.161858233,472.23527471,0,14.0767747098,207.26406207,0,0,0,0,0,207.26406207,0
2025-06-21,26,04:20,04:30,0,0.4364,467.943901956,467.943901956,0,0,0,0,2979.20515117,2979.20515117,446.218333333,0,444.598235289,467.943901956,0,21.7255686223,204.210718813,0,0,0,0,0,204.210718813,0
2025-06-21,27,04:30,04:40,0,0.4393,469.529601861,469.529601861,0,0,0,0,2979.20515117,2979.20515117,443.47855,0.525266666667,448.023772356,469.529601861,0,26.5763185275,206.264354097,0,0,0,0,0,206.264354097,0
2025-06-21,28,04:40,04:50,0,0.4422,472.548007193,472.548007193,0,0,0,0,2979.20515117,2979.20515117,450.38675,0,453.949053816,472.548007193,0,22.1612571934,208.960728781,0,0,0,0,0,208.960728781,0
2025-06-21,29,04:50,05:00,0,0.4395,479.407595257,479.407595257,0,0,0,0,2979.20515117,2979.20515117,455.386666667,1.2125,454.60417859,479.407595257,0,25.2334285904,210.699638115,0,0,0,0,0,210.699638115,0
2025-06-21,30,05:00,05:10,0,0.4333,459.498788653,459.498788653,0,0,0,0,2979.20515117,2979.20515117,444.119633333,19.4609166667,438.918030704,459.498788653,0,34.8400719866,199.100825123,0,0,0,0,0,199.100825123,0
2025-06-21,31,05:10,05:20,0,0.4439,426.257399371,426.257399371,0,0,0,0,2979.20515117,2979.20515117,434.4785,43.99505,402.423573113,426.257399371,0,35.7739493708,189.215659581,0,0,0,0,0,189.215659581,0
2025-06-21,32,05:20,05:30,0,0.4301,383.984408712,383.984408712,0,0,0,0,2979.20515117,2979.20515117,440.358333333,69.5125,369.666669863,383.984408712,0,13.1385753783,165.151694187,0,0,0,0,0,165.151694187,0
2025-06-21,33,05:30,05:40,0,0.3713,1232.91198235,1232.91198235,0,0,833.333333333,0,2979.20515117,3729.20515117,457.510683333,97.9326833333,372.163349522,399.57864902,0,40.0006490198,457.780219048,0,0,0,0,0,457.780219048,0
2025-06-21,34,05:40,05:50,0,0.5708,-0,0,0,0,0,370.223171601,3729.20515117,3317.84607161,459.673666667,122.63875,343.531277871,370.223171601,0,33.1882549347,-0,0,0,0,0,0,0,0
2025-06-21,35,05:50,06:00,0,0.9099,-0,0,0,0,0,324.554051945,3317.84607161,2957.23045834,456.94,148.45,287.511449026,324.554051945,0,16.0640519453,-0,0,0,0,0,0,0,0
2025-06-21,36,06:00,06:10,6,0.9368,0,0,0,0,0,325.45666386,2957.23045834,2595.61194294,481.455066667,189.492566667,276.421048936,325.45666386,0,33.4941638603,0,0,0,0,0,0,0,0
2025-06-21,37,06:10,06:20,6,0.8758,0,0,0,0,0,297.047804653,2595.61194294,2265.55882665,488.705166667,242.2338,239.397282714,297.047804653,0,50.5764379863,0,0,0,0,0,0,0,0
2025-06-21,38,06:20,06:30,6,0.8759,0,0,0,0,0,227.711438037,2265.55882665,2012.54611772,460.67,294.31875,169.831736503,227.711438037,0,61.3601880374,0,0,0,0,0,0,0,0
2025-06-21,39,06:30,06:40,6,0.8601,0,0,0,0,0,156.091140417,2012.54611772,1839.11151726,434.435616667,337.050433333,103.727784985,156.091140417,0,58.7059570834,0,0,0,0,0,0,0,0
2025-06-21,40,06:40,06:50,6,0.8442,0,0,0,0,0,119.748467798,1839.11151726,1706.05766415,477.960816667,391.748716667,79.306595997,119.748467798,0,33.5363677983,0,0,0,0,0,0,0,0
2025-06-21,41,06:50,07:00,6,0.8334,0,0,0,0,0,134.214158995,1706.05766415,1556.93082082,550.711666667,449.875,75.1450353548,134.214158995,0,33.3774923283,0,0,0,0,0,0,0,0
2025-06-21,42,07:00,07:10,6,0.8092,0,0,0,0,0,110.913278903,1556.93082082,1433.69384427,542.38615,479.10385,47.0518630162,110.913278903,0,47.6309789027,0,0,0,0,0,0,0,0
2025-06-21,43,07:10,07:20,6,0.7972,0,0,0,0,0,83.1245972483,1433.69384427,1341.33318066,522.932466667,501.004783333,14.1140318553,83.1245972483,0,61.1969139149,0,0,0,0,0,0,0,0
2025-06-21,44,07:20,07:30,6,0.7644,0,0,0,0,0,77.5026462616,1341.33318066,1255.21912925,529.141666667,537.48125,-10.3580741295,77.5026462616,0,85.842229595,0,0,0,0,0,0,0,0
2025-06-21,45,07:30,07:40,6,0.6899,0,0,0,0,0,38.3574611269,1255.21912925,1212.599728,526.62105,589.587833333,-45.9048934149,38.3574611269,0,101.32424446,0,0,0,0,0,0,0,0
2025-06-21,46,07:40,07:50,6,0.86,0,0,0,0,0,6.70338194978,1212.599728,1205.15152584,514.59605,630.899766667,-74.0223538049,6.70338194978,0,123.007098616,0,0,0,0,0,0,0,0
2025-06-21,47,07:50,08:00,6,1.1617,0,0,0,0,24.5492438932,0,1205.15152584,1227.24584534,510.393333333,667.2375,-102.035284481,-24.5492438932,0,132.294922774,0,0,0,0,0,0,0,0
2025-06-21,48,08:00,08:10,6,1.1683,0,0,0,0,81.7165681708,0,1227.24584534,1300.79075669,527.003283333,722.4554,-148.427555297,-81.7165681708,0,113.735548496,0,0,0,0,0,0,0,0
2025-06-21,49,08:10,08:20,6,1.0956,0,0,0,0,100.958386185,0,1300.79075669,1391.65330426,526.832033333,740.300583333,-193.886265937,-100.958386185,0,112.510163815,0,0,0,0,0,0,0,0
2025-06-21,50,08:20,08:30,6,1.0849,0,0,0,0,75.2554491839,0,1391.65330426,1459.38320853,506.265,726.45,-223.95456412,-75.2554491839,0,144.929550816,0,0,0,0,0,0,0,0
2025-06-21,51,08:30,08:40,6,1.061,0,0,0,0,159.790923034,0,1459.38320853,1603.19503926,505.166233333,746.649166667,-241.21541116,-159.790923034,0,81.6920102996,0,0,0,0,0,0,0,0
2025-06-21,52,08:40,08:50,6,1.043,0,0,0,0,125.383230846,0,1603.19503926,1716.03994702,548.323166667,778.0861,-202.4159322,-125.383230846,0,104.379702488,0,0,0,0,0,0,0,0
2025-06-21,53,08:50,09:00,6,1.036,0,0,0,0,95.0518932143,0,1716.03994702,1801.58665091,608.436666667,791.0125,-150.491571803,-95.0518932143,0,87.5239401191,0,0,0,0,0,0,0,0
2025-06-21,54,09:00,09:10,6,1.0147,0,0,0,0,124.233010788,0,1801.58665091,1913.39636062,630.983516667,791.1589,-213.080445972,-124.233010788,0,35.9423725456,0,0,0,0,0,0,0,0
2025-06-21,55,09:10,09:20,6,0.9922,0,0,0,0,180.214834879,0,1913.39636062,2075.58971201,641.60305,856.573016667,-283.536829222,-180.214834879,0,34.7551317876,0,0,0,0,0,0,0,0
2025-06-21,56,09:20,09:30,6,0.97,0,0,0,0,198.12982566,0,2075.58971201,2253.9065551,637.433333333,965.71875,-326.935311044,-198.12982566,0,130.155591007,0,0,0,0,0,0,0,0
2025-06-21,57,09:30,09:40,6,0.9422,0,0,0,0,231.058156674,0,2253.9065551,2461.85889611,597.059766667,1018.178,-377.175197045,-231.058156674,0,190.06007666,0,0,0,0,0,0,0,0
2025-06-21,58,09:40,09:50,6,0.9569,0,0,0,0,279.897787027,0,2461.85889611,2713.76690443,614.65745,1064.18363333,-405.473004983,-279.897787027,0,169.628396306,0,0,0,0,0,0,0,0
2025-06-21,59,09:50,10:00,6,0.9977,0,0,0,0,329.472557122,0,2713.76690443,3010.29220584,666.69,1107.25625,-424.285000297,-329.472557122,0,111.093692878,0,0,0,0,0,0,0,0
2025-06-21,60,10:00,10:10,6,0.9919,0,0,0,0,368.939566294,0,3010.29220584,3342.33781551,637.684016667,1098.31488333,-460.023371202,-368.939566294,0,91.6913003726,0,0,0,0,0,0,0,0
2025-06-21,61,10:10,10:20,6,0.9588,0,0,0,0,302.191164395,0,3342.33781551,3614.30986346,626.916266667,1115.9334,-485.654846921,-302.191164395,0,186.825968939,0,0,0,0,0,0,0,0
2025-06-21,62,10:20,10:30,6,0.9549,0,0,0,0,293.100762215,0,3614.30986346,3878.10054946,650.318333333,1166.83125,-497.067397336,-293.100762215,0,223.412154452,0,0,0,0,0,0,0,0
2025-06-21,63,10:30,10:40,6,0.9839,0,0,0,0,352.514014612,0,3878.10054946,4195.36316261,621.125583333,1182.30681667,-534.744447963,-352.514014612,0,208.667218722,0,0,0,0,0,0,0,0
2025-06-21,64,10:40,10:50,6,0.799,0,0,0,0,426.969097593,0,4195.36316261,4579.63535044,594.26015,1207.18646667,-553.565990894,-426.969097593,0,185.957219074,0,0,0,0,0,0,0,0
2025-06-21,65,10:50,11:00,6,0.5025,0,0,0,0,458.727895359,0,4579.63535044,4992.49045626,613.201666667,1233.35,-551.570352741,-458.727895359,0,161.420437974,0,0,0,0,0,0,0,0
2025-06-21,66,11:00,11:10,6,0.4662,0,0,0,0,427.168277991,0,4992.49045626,5376.94190646,657.602766667,1217.7636,-574.741243383,-427.168277991,0,132.992555343,0,0,0,0,0,0,0,0
2025-06-21,67,11:10,11:20,6,0.5007,0,0,0,0,383.785407363,0,5376.94190646,5722.34877308,650.106716667,1297.14923333,-583.828658488,-383.785407363,0,263.257109304,0,0,0,0,0,0,0,0
2025-06-21,68,11:20,11:30,6,0.4827,0,0,0,0,341.634747564,0,5722.34877308,6029.82004589,607.626666667,1415.0375,-567.19677779,-341.634747564,0,465.77608577,0,0,0,0,0,0,0,0
2025-06-21,69,11:30,11:40,6,0.4785,0,0,0,0,379.453576436,0,6029.82004589,6371.32826468,617.523783333,1363.45273333,-555.886869962,-379.453576436,0,366.475373564,0,0,0,0,0,0,0,0
2025-06-21,70,11:40,11:50,6,0.4662,0,0,0,0,419.984103611,0,6371.32826468,6749.31395793,620.718883333,1279.61176667,-569.206827868,-419.984103611,0,238.908779723,0,0,0,0,0,0,0,0
2025-06-21,71,11:50,12:00,6,0.4432,0,0,0,0,417.694316479,0,6749.31395793,7125.23884276,605.18,1277.51875,-584.064661167,-417.694316479,0,254.644433521,0,0,0,0,0,0,0,0
2025-06-21,72,12:00,12:10,12,0.4411,0,0,0,0,0,0,7125.23884276,7125.23884276,622.59025,1340.71051667,-630.064304924,0,0,718.120266667,0,0,0,0,0,0,0,0
2025-06-21,73,12:10,12:20,12,0.4551,0,0,0,0,0,0,7125.23884276,7125.23884276,642.0392,1383.49591667,-636.603480821,0,0,741.456716667,0,0,0,0,0,0,0,0
2025-06-21,74,12:20,12:30,12,0.4463,0,0,0,0,0,0,7125.23884276,7125.23884276,654.76,1397.16875,-663.210435824,0,0,742.40875,0,0,0,0,0,0,0,0
2025-06-21,75,12:30,12:40,12,0.4113,0,0,0,0,0,0,7125.23884276,7125.23884276,676.650733333,1434.29795,-655.694877761,0,0,757.647216667,0,0,0,0,0,0,0,0
2025-06-21,76,12:40,12:50,12,0.5682,0,0,0,0,506.86404971,0,7125.23884276,7581.4164875,652.0988,1423.78681667,-660.588306086,-506.86404971,0,264.823966957,0,0,0,0,0,0,0,0
2025-06-21,77,12:50,13:00,12,0.8279,0,0,0,0,627.845837031,0,7581.4164875,8146.47774083,614.668333333,1341.6,-685.968471214,-627.845837031,0,99.0858296359,0,0,0,0,0,0,0,0
2025-06-21,78,13:00,13:10,12,0.8636,0,0,0,0,526.335606652,0,8146.47774083,8620.17978682,651.744716667,1248.9027,-631.222804102,-526.335606652,0,70.822376681,0,0,0,0,0,0,0,0
2025-06-21,79,13:10,13:20,12,0.8416,0,0,0,0,429.789098073,0,8620.17978682,9006.98997508,643.769233333,1225.82051667,-551.976351564,-429.789098073,0,152.26218526,0,0,0,0,0,0,0,0
2025-06-21,80,13:20,13:30,12,0.8618,0,0,0,0,361.51865529,0,9006.98997508,9332.35676484,598.215,1223.48125,-470.334912346,-361.51865529,0,263.74759471,0,0,0,0,0,0,0,0
2025-06-21,81,13:30,13:40,12,0.8623,0,0,0,0,264.94248086,0,9332.35676484,9570.80499762,641.537016667,1119.12415,-409.852369422,-264.94248086,0,212.644652473,0,0,0,0,0,0,0,0
2025-06-21,82,13:40,13:50,12,0.9026,0,0,0,0,265.328155174,0,9570.80499762,9809.60033727,663.0397,1021.2925,-360.749544649,-265.328155174,0,92.9246448262,0,0,0,0,0,0,0,0
2025-06-21,83,13:50,14:00,12,0.9754,0,0,0,0,221.258782179,0,9809.60033727,10008.7332412,643.641666667,992.7,-310.194830857,-221.258782179,0,127.799551154,0,0,0,0,0,0,0,0
2025-06-21,84,14:00,14:10,12,1.0002,0,0,0,0,151.238971054,0,10008.7332412,10144.8483152,674.648416667,990.299633333,-308.686229546,-151.238971054,0,164.412245612,0,0,0,0,0,0,0,0
2025-06-21,85,14:10,14:20,12,0.9978,0,0,0,0,143.681183727,0,10144.8483152,10274.1613805,682.538016667,971.215666667,-299.169797245,-143.681183727,0,144.996466273,0,0,0,0,0,0,0,0
2025-06-21,86,14:20,14:30,12,1.0271,0,0,0,0,172.813594105,0,10274.1613805,10429.6936152,667.898333333,956.35625,-285.242358815,-172.813594105,0,115.644322562,0,0,0,0,0,0,0,0
2025-06-21,87,14:30,14:40,12,1.0906,0,0,0,0,107.741502862,0,10429.6936152,10526.6609678,704.50855,994.04345,-272.551308512,-107.741502862,0,181.793397138,0,0,0,0,0,0,0,0
2025-06-21,88,14:40,14:50,12,0.9376,0,0,0,0,105.346745096,0,10526.6609678,10621.4730384,697.074766667,996.54085,-263.500800524,-105.346745096,0,194.119338237,0,0,0,0,0,0,0,0
2025-06-21,89,14:50,15:00,12,0.6694,0,0,0,0,143.108792279,0,10621.4730384,10750.2709514,646.613333333,946.74375,-248.54777929,-143.108792279,0,157.021624388,0,0,0,0,0,0,0,0
2025-06-21,90,15:00,15:10,12,0.66,0,0,0,0,55.2544983927,0,10750.2709514,10800,652.705583333,909.52565,-194.917170486,-55.2544983927,0,201.565568274,0,0,0,0,0,0,0,0
2025-06-21,91,15:10,15:20,12,0.7217,0,0,0,0,0,0,10800,10800,654.056633333,858.8448,-146.82531685,0,0,204.788166667,0,0,0,0,0,0,0,0
2025-06-21,92,15:20,15:30,12,0.7308,0,0,0,0,0,0,10800,10800,645.916666667,801.85,-101.879742449,0,0,155.933333333,0,0,0,0,0,0,0,0
2025-06-21,93,15:30,15:40,12,0.7534,45.9663691846,45.9663691846,0,0,0,0,10800,10800,689.502583333,780.158866667,-37.5515997433,45.9663691846,0,136.622652518,34.6310625437,0,0,0,0,0,34.6310625437,0
2025-06-21,94,15:40,15:50,12,0.7823,115.13160164,91.8853917707,0,23.2462098693,0,0,10800,10800,719.543366667,746.87235,14.5073627817,91.8853917707,0,119.214375104,90.067451963,0,18.1855099807,9.09275499037,-9.09275499037,0,80.9746969726,-139.477259216
2025-06-21,95,15:50,16:00,12,0.8055,169.030160805,109.52706169,0,59.5030991148,0,0,10800,10800,702.905,675.9,58.536414898,109.52706169,0,82.5220616898,136.153794528,0,47.929746337,23.9648731685,-23.9648731685,0,112.18892136,-357.018594689
2025-06-21,96,16:00,16:10,12,0.8271,223.905270292,176.270089794,0,47.6351804977,0,0,10800,10800,672.380966667,593.809416667,116.537130429,176.270089794,0,97.6985397942,185.192049058,0,39.3990577897,19.6995288948,-19.6995288948,0,165.492520164,-285.811082986
2025-06-21,97,16:10,16:20,12,0.8519,234.623304941,193.427533119,0,41.1957718214,0,0,10800,10800,663.452433333,560.248133333,132.575028239,193.427533119,0,90.2232331192,199.875593479,0,35.0946780146,17.5473390073,-17.5473390073,0,182.328254472,-247.174630928
2025-06-21,98,16:20,16:30,12,0.8791,235.538004662,201.895542264,0,33.6424623985,0,0,10800,10800,673.67,567.7625,137.340025202,201.895542264,0,95.9880422635,207.061459898,0,29.5750886945,14.7875443473,-14.7875443473,0,192.273915551,-201.854774391
2025-06-21,99,16:30,16:40,12,0.9024,300.38956782,289.431186793,0,10.9583810276,0,0,10800,10800,663.962333333,548.5383,216.919367728,289.431186793,0,174.00715346,271.071546001,0,9.88884303931,4.94442151965,-4.94442151965,0,266.127124482,-65.7502861656
2025-06-21,100,16:40,16:50,12,0.9163,285.369382799,280.600993755,0,4.76838904456,0,0,10800,10800,603.64885,494.029166667,217.26275476,280.600993755,0,170.981310421,261.483965459,0,4.36927488153,2.18463744077,-2.18463744077,0,259.299328018,-28.6103342674
2025-06-21,101,16:50,17:00,12,0.9264,221.903640375,212.952498888,0,8.95114148746,0,0,10800,10800,540.05,437.26875,149.964733714,212.952498888,0,110.171248888,205.571532444,0,8.29233747398,4.14616873699,-4.14616873699,0,201.425363707,-53.7068489248
