日期,计划购电量kWh,紧急购电量kWh,计划购电费元,紧急购电费元,合计购电费元,紧急时段数,0:00储电量kWh,24:00储电量kWh,充电量kWh,放电量kWh,计划净供给kWh,弃置电量kWh
2025-08-14,69028.2354,941.6807,44770.38,4093.75,48864.14,35,7950.0000,2470.1305,14175.4563,16414.0021,71266.7813,6282.1710
2025-08-15,41268.2752,413.7580,24297.82,1420.72,25718.54,24,2470.1305,2498.1319,13712.2058,11081.6854,38637.7549,21891.7860
2025-08-16,47712.8043,297.0800,27135.91,1210.55,28346.46,19,2498.1319,8110.1250,19870.1837,11044.0550,38886.6756,22254.4753
2025-08-17,75435.4488,438.0524,47758.39,1843.65,49602.05,25,8110.1250,7980.9222,20259.7153,16526.6518,71702.3854,8975.0441
2025-08-18,75317.9566,593.8113,47592.85,2618.82,50211.67,28,7980.9222,7950.0000,20604.8427,16717.7526,71430.8665,7630.5622
2025-08-19,75271.0966,690.2974,47650.77,2781.38,50432.15,27,7950.0000,7950.0000,20641.8066,16719.8633,71349.1534,7721.7908
2025-08-20,74793.3858,3400.7520,47331.40,13164.64,60496.03,61,7950.0000,7950.0000,20548.7094,16644.4546,70889.1310,3639.1920
2025-08-21,70134.5936,1000.8552,45496.41,3879.45,49375.85,30,7950.0000,2945.8351,15782.0824,17287.2352,71639.7463,6796.1830
2025-08-22,41596.4127,961.0919,24558.20,3799.65,28357.86,33,2945.8351,2807.8806,13898.6768,11382.0873,39079.8232,18810.3457
2025-08-23,47920.0572,342.6507,27366.54,974.51,28341.05,16,2807.8806,8170.8212,19957.2750,11338.7463,39301.5284,17114.1729
2025-08-24,78400.7393,350.2644,49385.71,1241.53,50627.25,23,8170.8212,8550.0000,22006.2404,17483.7938,73878.2927,10494.9676
2025-08-25,78296.5964,1962.4057,49385.95,6905.62,56291.57,39,8550.0000,8550.0000,22059.9220,17868.5368,74105.2112,5294.5299
2025-08-26,79097.2850,369.0284,49844.55,1507.96,51352.51,15,8550.0000,8550.0000,22069.5745,17876.3554,74904.0658,9744.2759
2025-08-27,78835.5873,428.3878,49731.31,1919.10,51650.42,24,8550.0000,8550.0000,22141.2365,17934.4016,74628.7524,7142.9913
2025-08-28,72034.1841,2793.1204,46859.94,10203.59,57063.54,45,8550.0000,3073.2959,16116.4520,17983.3598,73901.0919,5926.4173
2025-08-29,42048.5589,408.7001,24924.36,1545.49,26469.85,20,3073.2959,3100.6957,14441.6063,11673.0412,39279.9938,17133.4735
2025-08-30,47872.6788,748.7320,27311.86,2318.78,29630.64,37,3100.6957,8550.0000,20627.4977,11803.8993,39049.0804,21285.0925
2025-08-31,79143.3171,281.3848,50107.07,981.84,51088.91,16,8550.0000,8550.0000,22179.1038,17965.0741,74929.2873,8564.0491
2025-09-01,79737.0179,0.0000,50342.18,0.00,50342.18,0,8550.0000,8550.0000,22073.2475,17879.3305,75543.1009,21968.9663
2025-09-02,76462.3266,3.0769,47936.51,12.99,47949.50,1,8550.0000,8550.0000,21804.2656,17661.4552,72319.5161,18264.8372
2025-09-03,74269.0069,40.5322,46287.84,137.68,46425.52,2,8550.0000,8550.0000,21834.0148,17685.5520,70120.5441,14613.3591
2025-09-04,66146.3521,134.7265,42216.68,451.84,42668.51,7,8550.0000,3302.9693,15885.2234,17589.3585,67850.4873,14059.6482
2025-09-05,34418.2991,124.9268,19212.32,596.24,19808.56,7,3302.9693,3216.5573,14563.1678,11873.9368,31729.0681,25029.7331
2025-09-06,38065.8612,310.0090,20234.04,1195.53,21429.57,19,3216.5573,7950.0000,19539.6011,11566.9785,30093.2385,22682.1638
2025-09-07,66086.2284,683.1836,40779.22,2341.47,43120.69,25,7950.0000,7950.0000,21440.5844,17366.8734,62012.5174,7734.7173
2025-09-08,63140.5075,3418.3727,38461.97,14097.37,52559.33,74,7950.0000,7950.0000,21369.0565,17308.9357,59080.3868,3103.1899
2025-09-09,65102.7136,1400.7536,39797.55,5601.50,45399.05,56,7950.0000,7973.3476,21537.2851,17424.1881,60989.6166,9287.5360
2025-09-10,65431.9368,2480.1103,40227.05,9878.96,50106.00,65,7973.3476,7950.0000,21393.5706,17349.8050,61388.1712,2552.2828
2025-09-11,62385.3838,481.8487,39387.91,1855.23,41243.14,26,7950.0000,3488.7061,16776.9514,17604.4951,63212.9275,10198.6905
2025-09-12,33164.1196,398.5020,18172.40,1324.33,19496.73,26,3488.7061,3445.3718,14824.0763,12046.5027,30386.5460,19233.3918
2025-09-13,39902.1457,310.8465,21287.65,1307.32,22594.97,19,3445.3718,8550.0000,20635.4179,12120.5231,31387.2509,23690.9959
2025-09-14,68616.8446,1029.1333,42513.83,3239.94,45753.77,34,8550.0000,8550.0000,21760.1883,17625.7525,64482.4089,5412.2174
2025-09-15,66864.6133,1100.6368,40995.40,4745.30,45740.69,41,8550.0000,8550.0000,21667.4077,17550.6002,62747.8058,8781.4120
2025-09-16,66625.8075,2010.3215,41103.65,6409.77,47513.42,60,8550.0000,8550.0000,21616.0330,17508.9867,62518.7612,5037.3127
2025-09-17,68378.2608,837.3485,42196.57,2975.26,45171.83,37,8550.0000,8550.0000,21690.9903,17569.7021,64256.9726,5134.2027
2025-09-18,63600.0120,485.9115,40442.28,2296.66,42738.94,29,8550.0000,3875.7754,16403.2372,17493.4243,64690.1992,6220.0595
2025-09-19,34928.5366,342.6140,19365.74,1010.23,20375.97,19,3875.7754,3909.9870,15618.3777,12620.0954,31930.2543,16171.5161
2025-09-20,40658.3243,224.9719,21932.50,854.79,22787.29,13,3909.9870,8550.0000,20692.6506,12585.0353,32550.7090,17130.2472
2025-09-21,72451.6916,228.2696,45189.86,750.02,45939.88,18,8550.0000,8550.0000,21852.3006,17700.3635,68299.7545,10240.5366
2025-09-22,69066.9197,1566.5433,42571.63,5694.75,48266.38,50,8550.0000,8550.0000,21622.0861,17513.8897,64958.7233,5911.2467
2025-09-23,70464.2212,1179.5211,43599.64,5122.78,48722.41,47,8550.0000,8550.0000,21699.8203,17576.8545,66341.2553,5404.1608
2025-09-24,71397.4807,541.6889,44319.45,1778.81,46098.26,34,8550.0000,8550.0000,21772.8991,17636.0482,67260.6299,6739.0937
2025-09-25,67452.5323,742.1406,43026.15,2720.74,45746.89,27,8550.0000,4289.4575,16993.1885,17598.9710,68058.3148,8465.0065
2025-09-26,35749.3386,29.6091,19963.84,101.74,20065.58,5,4289.4575,4276.3165,15941.5006,12924.4424,32732.2804,15067.6460
2025-09-27,41041.8866,234.8420,22327.74,763.96,23091.70,19,4276.3165,8550.0000,20635.7326,12868.6282,33274.7822,15708.3220
2025-09-28,74435.8632,256.7607,46457.48,958.23,47415.71,15,8550.0000,8550.0000,22069.9608,17876.6683,70242.5707,7011.7022
2025-09-29,72304.3045,919.1220,44662.00,4255.03,48917.03,44,8550.0000,8550.0000,21964.2129,17791.0125,68131.1041,6290.3345
2025-09-30,73682.8822,826.1252,45884.27,3514.92,49399.19,34,8550.0000,8550.0000,22111.5674,17910.3696,69481.6844,4885.6348
2025-10-01,74623.3509,62.0368,46461.98,135.25,46597.23,6,8550.0000,8550.0000,22184.3603,17969.3318,70408.3225,20808.8377
2025-10-02,68554.4360,78.9642,43562.44,177.84,43740.28,8,8550.0000,4598.9369,17746.1784,17930.3614,68738.6189,17086.8000
2025-10-03,34507.5917,14.6680,18632.17,29.48,18661.66,2,4598.9369,4574.7369,16102.9718,13065.1871,31469.8070,23667.3213
2025-10-04,39029.0363,20.2464,20512.24,75.12,20587.35,5,4574.7369,8550.0000,20600.1907,13108.4177,31537.2633,18461.5272
2025-10-05,69902.2290,97.1116,42947.44,215.46,43162.90,10,8550.0000,8550.0000,21938.9470,17770.5471,65733.8291,11094.9796
2025-10-06,68661.5457,246.8298,42060.79,684.35,42745.14,12,8550.0000,8550.0000,21776.2736,17638.7816,64524.0537,7037.7742
2025-10-07,68538.4094,85.0204,42095.40,336.82,42432.21,9,8550.0000,8550.0000,21774.7457,17637.5440,64401.2077,6714.6651
2025-10-08,66722.3930,573.2761,40494.24,1977.90,42472.15,23,8550.0000,8550.0000,21565.0785,17467.7136,62625.0281,6719.8085
2025-10-09,63118.2541,177.2483,39274.35,843.38,40117.72,12,8550.0000,4740.7280,17191.6437,17353.5762,63280.1866,7697.4533
2025-10-10,33120.5802,265.7630,17164.47,962.63,18127.10,19,4740.7280,4885.7613,16521.4520,13251.8460,29850.9743,20773.1264
2025-10-11,37778.9712,93.7845,19363.95,415.54,19779.50,11,4885.7613,8550.0000,20579.2625,13371.3878,30571.0965,16558.5674
2025-10-12,68986.7360,280.0072,42379.46,1015.43,43394.89,19,8550.0000,8550.0000,21571.3821,17472.8195,64888.1734,6653.2246
2025-10-13,70012.2168,86.9251,43178.73,237.95,43416.69,11,8550.0000,8550.0000,21585.1790,17483.9950,65911.0328,8970.5626
2025-10-14,69954.9179,259.7654,43166.55,988.86,44155.41,22,8550.0000,8550.0000,21605.9595,17500.8272,65849.7856,5335.7217
2025-10-15,69103.6385,1046.6159,42253.99,4291.79,46545.78,34,8550.0000,8550.0000,21512.8129,17425.3784,65016.2040,4142.7963
2025-10-16,66029.7013,1469.6411,41286.32,6002.80,47289.11,38,8550.0000,5178.1935,17934.3034,17561.4116,65656.8095,4159.9777
2025-10-17,34179.2771,157.2445,17883.34,609.22,18492.57,13,5178.1935,5376.4204,17066.3283,13645.3217,30758.2705,14911.3157
2025-10-18,38158.0325,108.1469,19758.16,287.61,20045.77,8,5376.4204,8550.0000,20510.8826,13757.5933,31404.7432,15436.2969
2025-10-19,72381.8422,679.8238,44490.50,2656.91,47147.42,25,8550.0000,8550.0000,22282.7841,18049.0551,68148.1133,4942.2145
2025-10-20,73881.8587,692.6394,45709.65,3296.29,49005.94,21,8550.0000,8550.0000,22489.0528,18216.1327,69608.9387,5860.7958
2025-10-21,74804.1256,641.6812,46289.99,1969.31,48259.31,30,8550.0000,8550.0000,22994.5910,18625.6187,70435.1533,4614.2531
2025-10-22,74633.3321,988.3550,45726.31,4961.21,50687.52,33,8550.0000,8550.0000,23213.0973,18802.6088,70222.8437,5656.3020
2025-10-23,71998.3449,181.5124,45015.43,819.69,45835.12,15,8550.0000,5555.6849,20149.0754,19015.6347,70864.9041,7666.9195
2025-10-24,34768.4074,292.0579,18274.55,1222.54,19497.09,18,5555.6849,5721.3086,17413.3793,13955.7759,31310.8040,13182.8112
2025-10-25,38640.5918,142.6195,20127.96,534.84,20662.80,9,5721.3086,8550.0000,20642.5230,14174.6214,32172.6901,12916.8770
2025-10-26,76509.0482,94.3019,47531.10,244.65,47775.74,8,8550.0000,8550.0000,23546.9363,19073.0184,72035.1303,7585.1202
2025-10-27,76874.3995,280.1768,47903.52,1096.89,49000.41,15,8550.0000,8550.0000,23425.2274,18974.4342,72423.6063,9151.2014
2025-10-28,76563.6293,172.6005,47586.15,741.12,48327.28,11,8550.0000,8550.0000,23467.3739,19008.5729,72104.8283,6305.0071
2025-10-29,75380.1852,1610.5552,46638.48,5503.26,52141.74,38,8550.0000,8550.0000,23375.4123,18934.0839,70938.8569,3237.1553
2025-10-30,73731.5156,221.7234,46385.88,806.91,47192.79,21,8550.0000,5938.6555,20608.8080,19043.3445,72166.0521,7599.9578
2025-10-31,35988.2917,127.8755,19156.45,560.42,19716.87,13,5938.6555,6067.3603,17891.7729,14376.5018,32473.0206,8696.6040
2025-11-01,39101.8017,146.7547,20556.11,348.09,20904.19,9,6067.3603,8550.0000,20623.2448,14470.4526,32949.0095,10551.7257
2025-11-02,79385.4276,236.9172,49598.76,977.35,50576.10,11,8550.0000,8550.0000,23459.8550,19002.4825,74928.0552,6368.5884
2025-11-03,80392.0379,242.4906,50482.83,657.05,51139.88,19,8550.0000,8550.0000,23456.7849,18999.9958,75935.2488,6672.8091
2025-11-04,80833.3750,184.6071,50553.22,789.99,51343.21,14,8550.0000,8550.0000,23293.1149,18867.4231,76407.6831,9012.2182
2025-11-05,80816.9514,146.0776,50678.97,428.27,51107.24,13,8550.0000,8550.0000,23327.5912,18895.3489,76384.7091,6852.7667
2025-11-06,78131.5296,661.6702,49436.36,2807.10,52243.46,32,8550.0000,6424.6692,21030.3068,18947.3462,76048.5690,5340.6547
2025-11-07,37331.6699,119.3700,20056.32,504.03,20560.34,14,6424.6692,6442.0989,18335.3232,14835.9251,33832.2718,10633.1799
2025-11-08,39697.3835,96.1939,20924.59,261.14,21185.74,9,6442.0989,8550.0000,20815.3899,14963.3549,33845.3484,10150.3353
2025-11-09,81884.6224,298.5710,51516.66,1075.93,52592.59,19,8550.0000,8550.0000,23200.1511,18792.1224,77476.5937,6428.3475
2025-11-10,82270.9111,314.4229,51740.99,1137.11,52878.10,27,8550.0000,8550.0000,23244.0521,18827.6822,77854.5412,4310.5211
2025-11-11,82838.2577,26.3006,52157.09,67.29,52224.38,7,8550.0000,8550.0000,23368.8447,18928.7642,78398.1772,6865.4582
2025-11-12,83056.5939,113.4743,52364.59,462.80,52827.40,13,8550.0000,8550.0000,23564.7020,19087.4086,78579.3006,7736.7871
2025-11-13,81018.6182,330.4372,51493.58,1018.91,52512.49,24,8550.0000,7056.6519,21932.0943,19109.0096,78195.5336,6130.0994
2025-11-14,37687.5553,61.6243,20290.20,169.71,20459.91,8,7056.6519,6852.1733,18775.2727,15392.0016,34304.2842,6767.4533
2025-11-15,39987.2662,106.4326,21208.49,287.77,21496.26,12,6852.1733,8550.0000,20714.3294,15250.5628,34523.4995,6418.0452
2025-11-16,84209.9594,487.9479,53219.82,1805.84,55025.66,30,8550.0000,8550.0000,23887.9903,19349.2722,79671.2412,5724.6447
2025-11-17,84889.7426,116.9376,53670.21,314.73,53984.93,11,8550.0000,8550.0000,24279.3443,19666.2689,80276.6672,7697.8504
2025-11-18,84264.0206,457.9939,53229.15,1272.35,54501.50,22,8550.0000,8550.0000,24123.6456,19540.1530,79680.5279,5247.9700
2025-11-19,84572.4369,300.4642,53411.99,1001.86,54413.85,26,8550.0000,8550.0000,24281.6013,19668.0970,79958.9327,4891.0853
2025-11-20,83440.9934,243.6498,53023.85,866.32,53890.17,22,8550.0000,7185.3610,22808.2106,19702.8257,80335.6085,5786.1822
2025-11-21,39807.6899,239.9612,21202.12,609.46,21811.58,16,7185.3610,7112.0095,19177.9093,15600.1229,36229.9036,7605.4807
2025-11-22,41623.5110,259.8729,21856.43,877.22,22733.65,22,7112.0095,8550.0000,20811.6089,15563.2117,36375.1138,6415.1572
2025-11-23,86137.3548,324.9275,54419.30,1267.82,55687.13,26,8550.0000,8550.0000,24625.6048,19946.7399,81458.4899,6551.3212
2025-11-24,86224.6807,199.1601,54447.74,669.24,55116.99,20,8550.0000,8550.0000,24576.7828,19907.1940,81555.0920,7592.3084
2025-11-25,86032.7232,208.6190,54294.69,726.51,55021.20,20,8550.0000,8550.0000,24721.5820,20024.4814,81335.6226,5375.5812
2025-11-26,86099.2737,198.6561,54340.60,751.41,55092.01,18,8550.0000,8550.0000,24535.0556,19873.3950,81437.6131,4878.6023
2025-11-27,85000.9372,304.2443,53950.11,1159.85,55109.96,16,8550.0000,7574.4069,23485.0081,19900.8904,81416.8194,5940.1710
2025-11-28,40714.1234,166.3609,21534.32,622.95,22157.27,17,7574.4069,7574.4281,19665.2709,15928.8503,36977.7029,6222.8252
2025-11-29,42283.5871,1360.6082,22178.86,4043.24,26222.10,38,7574.4281,8550.0000,20907.5140,16057.0716,37433.1447,3864.3029
2025-11-30,87763.4179,466.1631,55644.66,1640.78,57285.44,33,8550.0000,8550.0000,24761.1862,20056.5608,83058.7925,3280.1275
2025-12-01,88503.2322,4308.1145,56107.38,15289.61,71396.98,81,8550.0000,8550.0000,24833.3333,20115.0000,83784.8988,1794.0856
2025-12-02,90576.9520,3847.5592,57648.56,14393.14,72041.69,99,8550.0000,8550.0000,24948.7850,20208.5158,85836.6828,1046.4321
2025-12-03,93205.2999,1544.2511,59556.16,4667.97,64224.13,62,8550.0000,8550.0000,25210.0240,20420.1194,88415.3953,2796.8979
2025-12-04,94985.3146,1217.0476,60828.43,4396.03,65224.46,53,8550.0000,8550.0000,25372.1570,20551.4472,90164.6048,4610.4436
2025-12-05,51187.7776,419.0646,26915.66,1456.69,28372.35,25,8550.0000,8550.0000,21529.7078,17439.0633,47097.1331,6204.5700
2025-12-06,53209.9690,531.7993,28073.94,1744.41,29818.35,26,8550.0000,8550.0000,21662.1018,17546.3025,49094.1697,5961.3382
2025-12-07,99429.6206,248.4811,64036.59,1036.15,65072.74,21,8550.0000,8550.0000,25666.6667,20790.0000,94552.9539,7148.7538
2025-12-08,100972.8913,65.4440,65072.57,345.02,65417.59,8,8550.0000,8550.0000,25666.6667,20790.0000,96096.2247,8314.4576
2025-12-09,100724.1460,135.7554,64905.68,624.83,65530.51,15,8550.0000,8550.0000,25666.6667,20790.0000,95847.4794,8594.7805
2025-12-10,99758.8876,143.4874,64232.85,536.35,64769.20,19,8550.0000,8550.0000,25666.6667,20790.0000,94882.2210,6638.0899
2025-12-11,99576.9436,139.0536,64204.65,422.65,64627.30,10,8550.0000,8550.0000,25666.6667,20790.0000,94700.2770,8878.0759
2025-12-12,52809.3473,484.4470,27884.53,1499.03,29383.56,24,8550.0000,8550.0000,21648.1426,17534.9955,48696.2002,5466.2337
2025-12-13,53171.3405,184.9151,28011.01,802.85,28813.86,20,8550.0000,8550.0000,21631.0748,17521.1706,49061.4363,5447.8180
2025-12-14,99114.7337,278.7865,63771.61,1151.69,64923.29,18,8550.0000,8550.0000,25666.6667,20790.0000,94238.0670,5738.1318
2025-12-15,100617.0462,246.4765,64674.27,867.32,65541.58,19,8550.0000,8550.0000,25666.6667,20790.0000,95740.3795,6517.2980
2025-12-16,100591.2594,139.8149,64753.15,476.40,65229.54,11,8550.0000,8550.0000,25666.6667,20790.0000,95714.5927,6436.3163
2025-12-17,100322.2282,343.5895,64417.90,1333.64,65751.54,19,8550.0000,8550.0000,25655.7241,20781.1365,95447.6406,7599.3830
2025-12-18,99591.0915,211.2726,64073.15,536.57,64609.72,15,8550.0000,8550.0000,25544.4215,20690.9814,94737.6514,7582.6570
2025-12-19,53439.8662,216.0080,28197.85,1013.06,29210.91,22,8550.0000,8550.0000,21593.2844,17490.5604,49337.1422,6644.7589
2025-12-20,53308.6090,137.7305,28084.58,479.16,28563.74,10,8550.0000,8550.0000,21613.7790,17507.1610,49201.9910,6483.3692
2025-12-21,98935.4183,559.5389,63572.16,1933.80,65505.96,21,8550.0000,8550.0000,25574.4789,20715.3279,94076.2673,5598.0243
2025-12-22,100600.2791,214.3627,64634.87,868.52,65503.39,13,8550.0000,8550.0000,25555.8431,20700.2329,95744.6689,7021.6045
2025-12-23,100288.5965,69.7547,64517.22,328.02,64845.23,6,8550.0000,8550.0000,25663.8153,20787.6904,95412.4716,8224.1338
2025-12-24,99142.8305,155.3486,63594.79,577.86,64172.65,14,8550.0000,8550.0000,25666.6667,20790.0000,94266.1638,6566.9530
2025-12-25,98404.8303,335.7279,63267.75,986.76,64254.51,22,8550.0000,8550.0000,25632.5033,20762.3277,93534.6546,6057.9340
2025-12-26,52297.2130,151.2384,27578.19,392.69,27970.88,18,8550.0000,8550.0000,21597.5898,17494.0477,48193.6710,5337.2869
2025-12-27,52110.8350,243.4484,27352.50,1060.57,28413.07,15,8550.0000,8550.0000,21697.5513,17575.0166,47988.3002,4892.9396
2025-12-28,97874.7605,282.1287,62840.48,1041.31,63881.79,23,8550.0000,8550.0000,25589.5361,20727.5243,93012.7487,6485.6226
2025-12-29,99074.6032,190.3077,63550.41,782.93,64333.34,13,8550.0000,8550.0000,25488.5910,20645.7587,94231.7709,6898.3123
2025-12-30,98461.6827,90.9604,63156.13,345.91,63502.04,8,8550.0000,8550.0000,25570.4980,20712.1034,93603.2881,7469.8458
2025-12-31,94539.9405,542.5572,60983.50,2225.88,63209.37,33,8550.0000,6000.0000,22535.1026,20548.4331,92553.2710,4449.4053
