日期,时段,计划购电量kWh,充电量kWh,放电量kWh,计划净供给kWh,净负载预测kWh,紧急购电量kWh,储电量kWh
2025-05-12,08:10,0.0000,0.0000,475.7192,475.7192,385.6979,0.0000,
2025-05-12,08:20,0.0000,0.0000,386.5762,386.5762,313.3694,0.0000,
2025-05-12,08:30,0.0000,0.0000,349.6511,349.6511,274.7755,0.0000,
2025-05-12,08:40,0.0000,0.0000,314.6421,314.6421,219.5155,0.0000,
2025-05-12,08:50,0.0000,0.0000,276.4436,276.4436,169.2055,0.0000,
2025-05-12,09:00,0.0000,0.0000,226.2842,226.2842,132.6777,0.0000,
2025-05-12,09:10,0.0000,0.0000,190.6948,190.6948,91.6064,0.0000,
2025-05-12,09:20,0.0000,0.0000,146.3011,146.3011,48.9397,0.0000,
2025-05-12,09:30,0.0000,0.0000,112.5335,112.5335,15.3439,0.0000,
2025-05-12,09:40,0.0000,0.0000,95.7770,95.7770,-6.8444,0.0000,
2025-05-12,09:50,0.0000,0.0000,58.5018,58.5018,-53.8015,0.0000,
2025-05-12,10:00,0.0000,0.0000,8.9032,8.9032,-103.5322,0.0000,
2025-05-12,10:10,0.0000,0.0000,20.6259,20.6259,-101.7593,0.0000,
2025-05-12,10:20,0.0000,2.7103,0.0000,-2.7103,-131.7090,0.0000,
2025-05-12,10:30,0.0000,52.2237,0.0000,-52.2237,-205.8452,0.0000,
2025-05-12,10:40,0.0000,108.5801,0.0000,-108.5801,-247.8177,0.0000,
2025-05-12,10:50,0.0000,97.1680,0.0000,-97.1680,-250.2439,0.0000,
2025-05-12,11:00,688.2313,833.3333,0.0000,-145.1020,-239.7866,0.0000,
2025-05-12,11:10,674.4112,833.3333,0.0000,-158.9222,-247.1633,0.0000,
2025-05-12,11:20,667.0463,833.3333,0.0000,-166.2870,-257.9607,0.0000,
2025-05-12,11:30,658.1223,833.3333,0.0000,-175.2110,-273.8218,0.0000,
2025-05-12,11:40,586.2015,833.3333,0.0000,-247.1318,-317.6369,67.6415,
2025-05-12,11:50,529.3817,833.3333,0.0000,-303.9516,-385.2626,101.7323,
2025-05-12,12:00,510.4670,833.3333,0.0000,-322.8664,-420.4890,21.9147,
2025-05-12,12:10,551.5161,833.3333,0.0000,-281.8172,-370.7691,32.8529,
2025-05-12,12:20,554.2921,833.3333,0.0000,-279.0412,-370.7186,96.9659,
2025-05-12,12:30,518.3463,833.3333,0.0000,-314.9870,-431.2970,137.1179,
2025-05-12,12:40,510.1364,833.3333,0.0000,-323.1970,-425.2677,151.3848,
2025-05-12,12:50,0.0000,272.3459,0.0000,-272.3459,-357.0915,131.0228,
2025-05-12,13:00,0.0000,158.0606,0.0000,-158.0606,-282.3613,32.9026,
2025-05-12,13:10,0.0000,141.1972,0.0000,-141.1972,-252.0055,0.0000,
2025-05-12,13:20,0.0000,128.2258,0.0000,-128.2258,-234.1670,0.0000,
2025-05-12,13:30,0.0000,94.1020,0.0000,-94.1020,-203.1214,0.0000,
2025-05-12,13:40,0.0000,22.2901,0.0000,-22.2901,-166.3071,0.0000,
2025-05-12,13:50,0.0000,12.8117,0.0000,-12.8117,-153.8119,0.0000,
2025-05-12,14:00,0.0000,37.2820,0.0000,-37.2820,-156.3606,0.0000,
2025-05-12,14:10,0.0000,19.0383,0.0000,-19.0383,-129.1505,0.0000,
2025-05-12,14:20,0.0000,0.0000,19.3710,19.3710,-65.6893,0.0000,
2025-05-12,14:30,0.0000,0.0000,102.7379,102.7379,-3.8767,0.0000,
2025-05-12,14:40,0.0000,0.0000,114.4603,114.4603,8.2848,0.0000,
2025-05-12,14:50,0.0000,0.0000,99.0478,99.0478,17.9229,0.0000,
2025-05-12,15:00,114.7656,0.0000,0.0000,114.7656,56.5040,0.0000,
2025-05-12,15:10,596.3869,414.3419,0.0000,182.0450,110.3737,0.0000,
2025-05-12,15:20,225.8262,0.0000,0.0000,225.8262,146.6104,0.0000,
2025-05-12,15:30,233.7601,0.0000,0.0000,233.7601,171.8395,0.0000,
2025-05-12,15:40,281.1822,0.0000,0.0000,281.1822,220.6770,0.0000,
2025-05-12,15:50,319.5633,0.0000,0.0000,319.5633,265.6137,0.0000,
2025-05-12,16:00,347.8467,0.0000,0.0000,347.8467,299.9193,0.0000,
2025-05-12,16:10,389.8483,0.0000,-0.0000,389.8483,344.7817,0.0000,
2025-05-12,16:20,433.2167,0.0000,-0.0000,433.2167,387.3693,0.0000,
2025-05-12,16:30,484.6795,0.0000,-0.0000,484.6795,439.6319,0.0000,
2025-05-12,16:40,580.0100,0.0000,-0.0000,580.0100,525.2599,0.0000,
2025-05-12,16:50,623.5406,0.0000,-0.0000,623.5406,583.8915,4.0052,
2025-05-12,17:00,651.1274,0.0000,-0.0000,651.1274,619.1487,3.3567,
2025-05-12,17:10,722.5186,0.0000,-0.0000,722.5186,687.3467,0.0000,
2025-05-12,17:20,751.7754,0.0000,-0.0000,751.7754,720.0664,18.6949,
2025-05-12,17:30,772.6680,0.0000,-0.0000,772.6680,752.3056,34.4070,
2025-05-12,17:40,885.4401,0.0000,0.0000,885.4401,862.9241,0.0000,
2025-05-12,17:50,802.2527,0.0000,-0.0000,802.2527,783.2245,0.0000,
2025-05-12,18:00,613.9031,0.0000,-0.0000,613.9031,591.8216,0.0000,
2025-05-12,18:10,668.7826,0.0000,-0.0000,668.7826,649.3934,0.0000,
2025-05-12,18:20,735.3842,0.0000,0.0000,735.3842,715.8480,0.0000,
2025-05-12,18:30,727.5572,0.0000,0.0000,727.5572,707.7273,50.1541,
2025-05-12,18:40,800.5210,0.0000,0.0000,800.5210,783.0265,0.0000,
2025-05-12,18:50,848.1891,0.0000,0.0000,848.1891,820.8497,0.0000,
2025-05-12,19:00,0.0000,0.0000,810.4515,810.4515,787.9127,0.0000,
2025-05-12,19:10,0.0000,0.0000,786.1653,786.1653,763.9880,18.6460,
2025-05-12,19:20,0.0000,0.0000,799.0351,799.0351,774.3161,20.3295,
2025-05-12,19:30,0.0000,0.0000,821.1845,821.1845,794.3248,0.0000,
2025-05-12,19:40,0.0000,0.0000,809.6962,809.6962,785.4126,0.0000,
2025-05-12,19:50,0.0000,0.0000,795.6459,795.6459,775.7380,0.0000,
2025-05-12,20:00,0.0000,0.0000,815.1907,815.1907,789.7002,0.0000,
2025-05-12,20:10,11.4690,0.0000,833.3333,844.8023,821.1280,0.0000,
2025-05-12,20:20,336.4801,0.0000,517.2360,853.7162,825.9707,0.0000,
2025-05-12,20:30,0.0000,0.0000,833.1292,833.1292,804.2912,0.0000,
2025-05-12,20:40,0.0000,0.0000,818.9322,818.9322,797.8302,0.0000,
2025-05-12,20:50,821.3528,0.0000,-0.0000,821.3528,801.8597,0.0000,
2025-05-12,21:00,829.4594,0.0000,0.0000,829.4594,807.0688,7.3089,
2025-05-12,21:10,834.4024,0.0000,0.0000,834.4024,810.3581,0.0000,
2025-05-12,21:20,825.1904,0.0000,0.0000,825.1904,804.1002,0.0000,
2025-05-12,21:30,824.8979,0.0000,0.0000,824.8979,804.7319,0.0000,
2025-05-12,21:40,839.1380,0.0000,-0.0000,839.1380,821.8789,0.0000,
2025-05-12,21:50,771.5706,0.0000,-0.0000,771.5706,744.7096,0.0000,
2025-05-12,22:00,1467.6087,833.3333,0.0000,634.2754,611.8736,0.0000,
2025-05-12,22:10,1436.3473,833.3333,0.0000,603.0140,586.2112,0.0000,
2025-05-12,22:20,626.6866,0.0000,0.0000,626.6866,609.9932,0.0000,
2025-05-12,22:30,1477.0615,833.3333,0.0000,643.7282,617.4695,0.0000,
2025-05-12,22:40,1456.0778,833.3333,0.0000,622.7445,601.8234,0.0000,
2025-05-12,22:50,1446.0165,833.3333,0.0000,612.6832,594.1749,0.0000,
2025-05-12,23:00,1459.2297,833.3333,0.0000,625.8963,602.6298,0.0000,
2025-05-12,23:10,1300.9067,666.6667,0.0000,634.2400,607.4472,0.0000,
2025-05-12,23:20,1465.5250,833.3333,0.0000,632.1917,605.2096,0.0000,
2025-05-12,23:30,1450.1249,833.3333,0.0000,616.7916,594.1115,0.0000,
2025-05-12,23:40,1432.5143,833.3333,0.0000,599.1810,575.6645,0.0000,
2025-05-12,23:50,596.5337,0.0000,0.0000,596.5337,574.3350,0.0000,
2025-05-12,24:00,605.0086,0.0000,0.0000,605.0086,584.0143,0.0000,8550.0000
2025-05-13,00:10,1428.7121,833.3333,0.0000,595.3787,575.3977,0.0000,
2025-05-13,00:20,1419.2047,833.3333,0.0000,585.8713,570.6780,0.0000,
2025-05-13,00:30,599.2769,-0.0000,0.0000,599.2769,580.4384,0.0000,
2025-05-13,00:40,609.2492,0.0000,0.0000,609.2492,591.1003,0.0000,
2025-05-13,00:50,610.5616,0.0000,0.0000,610.5616,592.5125,0.0000,
2025-05-13,01:00,615.1363,0.0000,0.0000,615.1363,587.9429,0.0000,
2025-05-13,01:10,605.8703,0.0000,0.0000,605.8703,589.1388,0.0000,
2025-05-13,01:20,613.6849,0.0000,0.0000,613.6849,592.7202,0.0000,
2025-05-13,01:30,612.4193,0.0000,0.0000,612.4193,593.9582,0.0000,
2025-05-13,01:40,613.2230,0.0000,0.0000,613.2230,593.2085,0.0000,
2025-05-13,01:50,619.2835,0.0000,0.0000,619.2835,599.8786,0.0000,
2025-05-13,02:00,623.1659,0.0000,0.0000,623.1659,602.5209,0.0000,
2025-05-13,02:10,599.0619,0.0000,0.0000,599.0619,582.2035,0.0000,
2025-05-13,02:20,600.4479,0.0000,0.0000,600.4479,580.1955,0.0000,
2025-05-13,02:30,619.9278,0.0000,0.0000,619.9278,602.6105,0.0000,
2025-05-13,02:40,637.5025,0.0000,0.0000,637.5025,612.4877,0.0000,
2025-05-13,02:50,621.4269,0.0000,0.0000,621.4269,603.2238,0.0000,
2025-05-13,03:00,617.6635,0.0000,0.0000,617.6635,594.9256,0.0000,
2025-05-13,03:10,624.6782,0.0000,0.0000,624.6782,610.3985,0.0000,
2025-05-13,03:20,621.3587,0.0000,0.0000,621.3587,610.8508,0.0000,
2025-05-13,03:30,601.3711,0.0000,0.0000,601.3711,584.4626,0.0000,
2025-05-13,03:40,581.4479,0.0000,0.0000,581.4479,563.0077,10.4859,
2025-05-13,03:50,597.9051,0.0000,0.0000,597.9051,579.9780,0.0000,
2025-05-13,04:00,642.1281,0.0000,0.0000,642.1281,615.1377,0.0000,
2025-05-13,04:10,635.9257,0.0000,0.0000,635.9257,614.9650,0.0000,
2025-05-13,04:20,625.2613,0.0000,0.0000,625.2613,606.1972,19.2821,
2025-05-13,04:30,626.7660,0.0000,0.0000,626.7660,603.4203,9.1190,
2025-05-13,04:40,615.2024,0.0000,0.0000,615.2024,595.3956,0.0000,
2025-05-13,04:50,617.4878,0.0000,0.0000,617.4878,598.8849,0.0000,
2025-05-13,05:00,637.8069,0.0000,0.0000,637.8069,611.7948,0.0000,
2025-05-13,05:10,639.8135,0.0000,0.0000,639.8135,610.6949,0.0000,
2025-05-13,05:20,630.7631,0.0000,0.0000,630.7631,606.3182,0.0000,
2025-05-13,05:30,589.3984,0.0000,0.0000,589.3984,571.4956,0.0000,
2025-05-13,05:40,1356.3980,833.3333,0.0000,523.0646,504.5153,0.0000,
2025-05-13,05:50,553.8248,0.0000,-0.0000,553.8248,532.3373,0.0000,
2025-05-13,06:00,0.0000,0.0000,646.8658,646.8658,623.9456,26.0034,
2025-05-13,06:10,0.0000,0.0000,630.4517,630.4517,610.4086,0.0000,
2025-05-13,06:20,0.0000,0.0000,563.5834,563.5834,535.6921,0.0000,
2025-05-13,06:30,0.0000,0.0000,506.8268,506.8268,472.6845,0.0000,
2025-05-13,06:40,0.0000,0.0000,483.9796,483.9796,448.4531,0.0000,
2025-05-13,06:50,0.0000,0.0000,459.9386,459.9386,414.4164,0.0000,
2025-05-13,07:00,0.0000,0.0000,397.4988,397.4988,349.4174,0.0000,
2025-05-13,07:10,0.0000,0.0000,323.8152,323.8152,281.2124,11.0610,
2025-05-13,07:20,0.0000,0.0000,300.8889,300.8889,246.0568,0.0000,
2025-05-13,07:30,0.0000,0.0000,267.8505,267.8505,214.3031,0.0000,
2025-05-13,07:40,0.0000,0.0000,204.1764,204.1764,146.1688,0.0000,
2025-05-13,07:50,0.0000,0.0000,281.5511,281.5511,218.4102,0.0000,
2025-05-13,08:00,0.0000,0.0000,462.2973,462.2973,366.8054,0.0000,
2025-05-13,08:10,0.0000,0.0000,423.0385,423.0385,333.0085,0.0000,
2025-05-13,08:20,0.0000,0.0000,339.3675,339.3675,258.5817,0.0000,
2025-05-13,08:30,0.0000,0.0000,304.6031,304.6031,228.6724,0.0000,
2025-05-13,08:40,0.0000,0.0000,281.3686,281.3686,186.0276,0.0000,
2025-05-13,08:50,0.0000,0.0000,251.5778,251.5778,141.7274,0.0000,
2025-05-13,09:00,0.0000,0.0000,218.4290,218.4290,111.1934,0.0000,
2025-05-13,09:10,0.0000,0.0000,189.5938,189.5938,86.9121,0.0000,
2025-05-13,09:20,0.0000,0.0000,128.1673,128.1673,30.8058,0.0000,
2025-05-13,09:30,0.0000,0.0000,67.1107,67.1107,-30.0788,0.0000,
2025-05-13,09:40,0.0000,0.0000,77.5923,77.5923,-35.3333,0.0000,
2025-05-13,09:50,0.0000,0.0000,45.6965,45.6965,-75.3575,0.0000,
2025-05-13,10:00,0.0000,14.5055,0.0000,-14.5055,-138.6622,0.0000,
2025-05-13,10:10,0.0000,5.8758,0.0000,-5.8758,-129.5942,0.0000,
2025-05-13,10:20,0.0000,12.5022,0.0000,-12.5022,-169.5642,0.0000,
2025-05-13,10:30,0.0000,85.6470,0.0000,-85.6470,-257.5464,0.0000,
2025-05-13,10:40,0.0000,91.2201,0.0000,-91.2201,-260.9921,0.0000,
2025-05-13,10:50,0.0000,79.1618,0.0000,-79.1618,-232.2377,0.0000,
2025-05-13,11:00,73.3830,204.9027,0.0000,-131.5197,-226.2042,0.0000,
2025-05-13,11:10,675.9641,833.3333,0.0000,-157.3693,-245.6104,0.0000,
2025-05-13,11:20,657.4213,833.3333,0.0000,-175.9120,-267.5857,0.0000,
2025-05-13,11:30,649.4605,833.3333,0.0000,-183.8728,-282.4836,0.0000,
2025-05-13,11:40,628.7040,833.3333,0.0000,-204.6293,-300.7082,0.0000,
2025-05-13,11:50,580.4160,833.3333,0.0000,-252.9174,-334.8488,45.8677,
2025-05-13,12:00,570.5659,833.3333,0.0000,-262.7674,-362.8879,53.0566,
2025-05-13,12:10,586.3167,833.3333,0.0000,-247.0166,-349.2147,0.0000,
2025-05-13,12:20,589.4786,833.3333,0.0000,-243.8547,-341.2511,0.0000,
2025-05-13,12:30,596.8001,833.3333,0.0000,-236.5332,-353.7753,0.0000,
2025-05-13,12:40,585.2237,833.3333,0.0000,-248.1097,-352.5608,0.0000,
2025-05-13,12:50,0.0000,189.4249,0.0000,-189.4249,-323.6439,0.0000,
2025-05-13,13:00,0.0000,150.8869,0.0000,-150.8869,-284.5621,0.0000,
2025-05-13,13:10,0.0000,149.6820,0.0000,-149.6820,-266.2189,0.0000,
2025-05-13,13:20,0.0000,142.1684,0.0000,-142.1684,-250.3824,0.0000,
2025-05-13,13:30,0.0000,103.4387,0.0000,-103.4387,-223.9674,0.0000,
2025-05-13,13:40,0.0000,48.4475,0.0000,-48.4475,-194.2302,0.0000,
2025-05-13,13:50,0.0000,36.6204,0.0000,-36.6204,-177.6205,0.0000,
2025-05-13,14:00,0.0000,38.5947,0.0000,-38.5947,-162.7302,0.0000,
2025-05-13,14:10,0.0000,12.6858,0.0000,-12.6858,-123.9646,0.0000,
2025-05-13,14:20,0.0000,0.0000,-0.0000,0.0000,-96.0271,0.0000,
2025-05-13,14:30,0.0000,0.0000,41.2988,41.2988,-65.3158,0.0000,
2025-05-13,14:40,0.0000,0.0000,115.4365,115.4365,9.2610,0.0000,
2025-05-13,14:50,0.0000,0.0000,111.7430,111.7430,30.6181,0.0000,
2025-05-13,15:00,77.0931,0.0000,0.0000,77.0931,18.8315,0.0000,
2025-05-13,15:10,495.3810,331.4548,0.0000,163.9263,92.2550,0.0000,
2025-05-13,15:20,237.0319,0.0000,0.0000,237.0319,157.8161,0.0000,
2025-05-13,15:30,245.5152,0.0000,0.0000,245.5152,183.5947,0.0000,
2025-05-13,15:40,292.6025,0.0000,0.0000,292.6025,232.0973,0.0000,
2025-05-13,15:50,335.8347,0.0000,0.0000,335.8347,281.8851,0.0000,
2025-05-13,16:00,361.7603,0.0000,0.0000,361.7603,313.8328,0.0000,
2025-05-13,16:10,382.6632,0.0000,-0.0000,382.6632,337.5967,0.0000,
2025-05-13,16:20,424.3707,0.0000,-0.0000,424.3707,378.5232,0.0000,
2025-05-13,16:30,484.5180,0.0000,0.0000,484.5180,439.4704,0.0000,
2025-05-13,16:40,557.4106,0.0000,0.0000,557.4106,502.6605,0.0000,
2025-05-13,16:50,613.8656,0.0000,-0.0000,613.8656,571.7371,0.0000,
2025-05-13,17:00,676.9970,0.0000,-0.0000,676.9970,642.2992,0.0000,
2025-05-13,17:10,730.9593,0.0000,-0.0000,730.9593,695.7874,0.0000,
2025-05-13,17:20,747.6373,0.0000,-0.0000,747.6373,714.7163,0.0000,
2025-05-13,17:30,769.9834,0.0000,-0.0000,769.9834,749.2570,0.0000,
2025-05-13,17:40,867.3912,0.0000,0.0000,867.3912,844.8751,0.0000,
2025-05-13,17:50,793.7930,0.0000,-0.0000,793.7930,774.7648,0.0000,
2025-05-13,18:00,617.9751,0.0000,-0.0000,617.9751,595.8936,0.0000,
2025-05-13,18:10,629.2205,0.0000,-0.0000,629.2205,609.8313,0.0000,
2025-05-13,18:20,711.8770,0.0000,0.0000,711.8770,692.3408,0.0000,
2025-05-13,18:30,767.9784,0.0000,0.0000,767.9784,747.4814,0.0000,
2025-05-13,18:40,815.5902,0.0000,0.0000,815.5902,798.0957,0.0000,
2025-05-13,18:50,815.5484,0.0000,-0.0000,815.5484,788.2090,0.0000,
2025-05-13,19:00,0.0000,0.0000,777.3914,777.3914,754.8527,16.3436,
2025-05-13,19:10,0.0000,0.0000,803.6912,803.6912,780.3877,21.7900,
2025-05-13,19:20,8.9629,0.0000,833.3333,842.2962,816.8411,0.0000,
2025-05-13,19:30,11.8713,0.0000,833.3333,845.2046,818.3449,0.0000,
2025-05-13,19:40,0.0000,0.0000,813.4267,813.4267,789.1430,0.0000,
2025-05-13,19:50,0.0000,0.0000,794.0532,794.0532,774.1454,18.7284,
2025-05-13,20:00,0.0000,0.0000,809.5236,809.5236,787.2985,0.6614,
2025-05-13,20:10,0.0000,0.0000,826.7155,826.7155,803.0413,0.0000,
2025-05-13,20:20,304.4856,0.0000,523.8275,828.3130,800.5675,0.0000,
2025-05-13,20:30,0.0000,0.0000,814.5937,814.5937,787.1716,0.0000,
2025-05-13,20:40,0.0000,0.0000,810.1106,810.1106,789.0086,0.0000,
2025-05-13,20:50,821.0478,0.0000,-0.0000,821.0478,801.5547,0.0000,
2025-05-13,21:00,835.5117,0.0000,0.0000,835.5117,808.4772,0.0000,
2025-05-13,21:10,818.3709,-0.0000,0.0000,818.3709,796.8638,5.7124,
2025-05-13,21:20,804.0537,0.0000,0.0000,804.0537,782.9635,0.0000,
2025-05-13,21:30,812.5867,0.0000,0.0000,812.5867,792.4207,0.0000,
2025-05-13,21:40,840.1904,0.0000,-0.0000,840.1904,822.9314,0.0000,
2025-05-13,21:50,786.3695,0.0000,-0.0000,786.3695,759.5085,0.0000,
2025-05-13,22:00,1482.2776,833.3333,0.0000,648.9443,626.5424,0.0000,
2025-05-13,22:10,1425.8799,833.3333,0.0000,592.5466,575.7438,0.0000,
2025-05-13,22:20,613.7966,0.0000,0.0000,613.7966,597.1032,0.0000,
2025-05-13,22:30,1481.5183,833.3333,0.0000,648.1850,621.9263,0.0000,
2025-05-13,22:40,1451.0687,833.3333,0.0000,617.7353,596.8142,0.0000,
2025-05-13,22:50,1442.9163,833.3333,0.0000,609.5830,591.0747,0.0000,
2025-05-13,23:00,1467.5097,833.3333,0.0000,634.1764,610.9099,0.0000,
2025-05-13,23:10,1288.2452,666.6667,0.0000,621.5786,594.7857,0.0000,
2025-05-13,23:20,1443.8246,833.3333,0.0000,610.4913,583.5092,0.0000,
2025-05-13,23:30,1442.2068,833.3333,0.0000,608.8735,586.1934,0.0000,
2025-05-13,23:40,1427.5652,833.3333,0.0000,594.2318,570.7154,0.0000,
2025-05-13,23:50,593.2670,0.0000,0.0000,593.2670,571.0683,0.0000,
2025-05-13,24:00,609.6321,0.0000,0.0000,609.6321,588.6378,0.0000,8550.0000
2025-05-14,00:10,1440.3887,833.3333,0.0000,607.0554,587.0743,0.0000,
2025-05-14,00:20,1426.3981,833.3333,0.0000,593.0647,577.8714,0.0000,
2025-05-14,00:30,596.5257,-0.0000,0.0000,596.5257,577.6872,0.0000,
2025-05-14,00:40,610.2864,0.0000,0.0000,610.2864,592.1375,0.0000,
2025-05-14,00:50,629.8583,0.0000,0.0000,629.8583,611.8091,0.0000,
2025-05-14,01:00,645.5232,0.0000,0.0000,645.5232,618.3299,0.0000,
2025-05-14,01:10,615.2972,0.0000,0.0000,615.2972,598.5657,0.0000,
2025-05-14,01:20,601.6295,0.0000,0.0000,601.6295,580.6647,0.0000,
2025-05-14,01:30,603.4740,0.0000,0.0000,603.4740,585.0128,0.0000,
2025-05-14,01:40,624.6263,0.0000,0.0000,624.6263,607.9837,0.0000,
2025-05-14,01:50,642.4396,0.0000,0.0000,642.4396,623.0347,0.0000,
2025-05-14,02:00,631.5984,0.0000,0.0000,631.5984,610.9534,0.0000,
2025-05-14,02:10,595.4784,0.0000,0.0000,595.4784,578.6200,0.0000,
2025-05-14,02:20,602.0527,0.0000,0.0000,602.0527,582.5107,0.0000,
2025-05-14,02:30,632.8751,0.0000,0.0000,632.8751,615.5578,0.0000,
2025-05-14,02:40,640.1515,0.0000,0.0000,640.1515,615.1367,0.0000,
2025-05-14,02:50,617.3280,0.0000,0.0000,617.3280,599.1249,0.0000,
2025-05-14,03:00,618.2743,0.0000,0.0000,618.2743,595.5364,0.0000,
2025-05-14,03:10,624.5299,0.0000,0.0000,624.5299,610.2503,0.0000,
2025-05-14,03:20,616.4229,0.0000,0.0000,616.4229,605.9150,0.0000,
2025-05-14,03:30,596.7767,0.0000,0.0000,596.7767,580.4772,12.6283,
2025-05-14,03:40,591.8466,0.0000,0.0000,591.8466,571.8991,30.7093,
2025-05-14,03:50,610.8165,0.0000,0.0000,610.8165,592.8893,34.5907,
2025-05-14,04:00,644.9866,0.0000,0.0000,644.9866,617.9962,7.6234,
2025-05-14,04:10,631.6514,0.0000,0.0000,631.6514,610.6907,0.0000,
2025-05-14,04:20,632.0537,0.0000,0.0000,632.0537,612.7748,0.0000,
2025-05-14,04:30,645.2269,0.0000,0.0000,645.2269,621.8813,0.0000,
2025-05-14,04:40,610.8123,0.0000,0.0000,610.8123,595.6954,0.0000,
2025-05-14,04:50,605.4137,0.0000,0.0000,605.4137,586.8108,24.7332,
2025-05-14,05:00,630.7554,0.0000,0.0000,630.7554,604.7432,0.0000,
2025-05-14,05:10,632.2309,0.0000,0.0000,632.2309,603.1123,0.0000,
2025-05-14,05:20,620.6369,0.0000,0.0000,620.6369,596.1919,0.0000,
2025-05-14,05:30,581.4376,0.0000,0.0000,581.4376,563.5347,0.0000,
2025-05-14,05:40,1357.1248,833.3333,0.0000,523.7914,505.2421,0.0000,
2025-05-14,05:50,565.0734,0.0000,-0.0000,565.0734,543.5859,0.0000,
2025-05-14,06:00,0.0000,0.0000,658.3350,658.3350,635.1746,0.0000,
2025-05-14,06:10,0.0000,0.0000,625.1565,625.1565,605.1134,0.0000,
2025-05-14,06:20,0.0000,0.0000,566.2507,566.2507,538.3594,0.0000,
2025-05-14,06:30,0.0000,0.0000,530.5072,530.5072,496.3649,19.9099,
2025-05-14,06:40,0.0000,0.0000,489.0598,489.0598,453.5333,33.0249,
2025-05-14,06:50,0.0000,0.0000,444.9199,444.9199,399.3977,0.0000,
2025-05-14,07:00,0.0000,0.0000,394.0133,394.0133,345.9319,0.0000,
2025-05-14,07:10,0.0000,0.0000,362.7872,362.7872,311.6813,0.0000,
2025-05-14,07:20,0.0000,0.0000,326.1861,326.1861,271.3540,0.0000,
2025-05-14,07:30,0.0000,0.0000,254.0022,254.0022,200.4547,0.0000,
2025-05-14,07:40,0.0000,0.0000,180.7132,180.7132,122.7056,0.0000,
2025-05-14,07:50,0.0000,0.0000,258.5047,258.5047,195.3638,0.0000,
2025-05-14,08:00,0.0000,0.0000,442.0384,442.0384,346.5465,0.0000,
2025-05-14,08:10,0.0000,0.0000,421.5071,421.5071,331.4858,0.0000,
2025-05-14,08:20,0.0000,0.0000,331.7993,331.7993,258.5926,0.0000,
2025-05-14,08:30,0.0000,0.0000,291.8887,291.8887,217.0131,0.0000,
2025-05-14,08:40,0.0000,0.0000,279.3626,279.3626,184.2360,0.0000,
2025-05-14,08:50,0.0000,0.0000,242.1274,242.1274,134.8893,0.0000,
2025-05-14,09:00,0.0000,0.0000,183.2359,183.2359,89.6294,0.0000,
2025-05-14,09:10,0.0000,0.0000,184.0163,184.0163,84.9280,0.0000,
2025-05-14,09:20,0.0000,0.0000,133.4746,133.4746,43.5655,0.0000,
2025-05-14,09:30,0.0000,0.0000,74.1541,74.1541,-23.0355,0.0000,
2025-05-14,09:40,0.0000,0.0000,82.3238,82.3238,-30.6018,0.0000,
2025-05-14,09:50,0.0000,0.0000,53.1370,53.1370,-67.9171,0.0000,
2025-05-14,10:00,0.0000,12.1846,0.0000,-12.1846,-136.3413,0.0000,
2025-05-14,10:10,0.0000,20.8237,0.0000,-20.8237,-144.5421,0.0000,
2025-05-14,10:20,0.0000,0.0000,0.0000,0.0000,-154.9210,0.0000,
2025-05-14,10:30,0.0000,20.1369,0.0000,-20.1369,-192.0363,0.0000,
2025-05-14,10:40,0.0000,44.0237,0.0000,-44.0237,-213.7956,0.0000,
2025-05-14,10:50,0.0000,68.8619,0.0000,-68.8619,-221.9378,0.0000,
2025-05-14,11:00,258.0599,382.5411,0.0000,-124.4812,-219.1657,0.0000,
2025-05-14,11:10,713.1001,833.3333,0.0000,-120.2332,-208.4743,0.0000,
2025-05-14,11:20,691.0280,833.3333,0.0000,-142.3054,-233.9790,0.0000,
2025-05-14,11:30,659.9625,833.3333,0.0000,-173.3709,-271.9816,0.0000,
2025-05-14,11:40,670.7382,833.3333,0.0000,-162.5951,-258.6740,0.0000,
2025-05-14,11:50,657.3966,833.3333,0.0000,-175.9367,-277.2303,0.0000,
2025-05-14,12:00,608.6445,833.3333,0.0000,-224.6888,-324.9229,0.0000,
2025-05-14,12:10,620.6738,833.3333,0.0000,-212.6595,-314.8576,0.0000,
2025-05-14,12:20,616.9354,833.3333,0.0000,-216.3979,-313.7943,0.0000,
2025-05-14,12:30,606.6461,833.3333,0.0000,-226.6872,-343.9293,0.0000,
2025-05-14,12:40,587.3655,833.3333,0.0000,-245.9678,-350.4189,0.0000,
2025-05-14,12:50,0.0000,175.4779,0.0000,-175.4779,-309.6969,0.0000,
2025-05-14,13:00,0.0000,120.9974,0.0000,-120.9974,-254.6726,0.0000,
2025-05-14,13:10,0.0000,125.6927,0.0000,-125.6927,-242.2296,0.0000,
2025-05-14,13:20,0.0000,127.5469,0.0000,-127.5469,-235.7609,0.0000,
2025-05-14,13:30,0.0000,89.0529,0.0000,-89.0529,-209.5816,0.0000,
2025-05-14,13:40,0.0000,30.8181,0.0000,-30.8181,-176.6009,0.0000,
2025-05-14,13:50,0.0000,22.2463,0.0000,-22.2463,-163.2464,0.0000,
2025-05-14,14:00,0.0000,38.8006,0.0000,-38.8006,-162.9361,0.0000,
2025-05-14,14:10,0.0000,28.8212,0.0000,-28.8212,-140.1000,0.0000,
2025-05-14,14:20,0.0000,0.0000,-0.0000,0.0000,-88.2569,0.0000,
