date,period,interval,price_yuan_per_kwh,load_kwh,pv_kwh,forecast_load_kwh,forecast_pv_kwh,net_q80_kwh,grid_plan_kwh,charge_kwh,discharge_kwh,energy_start_kwh,energy_end_kwh,emergency_kwh,surplus_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-04-22,110,18:10-18:20,1.2447,713.646,29.14205,713.6272250000002,28.05135311355311,697.0341552197805,697.0341552197805,0.0,0.0,10800.000000000011,10800.000000000011,0.0,12.530205219780555,867.5984130020607,0.0,867.5984130020607
2025-04-22,111,18:20-18:30,1.2545,750.7866666666666,0.0,712.4458333333333,0.0,721.6854166666667,721.6854166666667,0.0,0.0,10800.000000000011,10800.000000000011,29.101249999999936,0.0,905.3543552083333,182.5375906249996,1087.891945833333
2025-04-22,112,18:30-18:40,1.2522,719.1750666666667,0.0,706.7020416666667,0.0,717.3914760989011,717.3914760989011,0.0,0.0,10800.000000000011,10800.000000000011,1.7835905677656,0.0,898.3176063710439,11.167060544780423,909.4846669158243
2025-04-22,113,18:40-18:50,1.2881,698.6286333333334,1.0587,713.9368791666667,0.9527014652014651,722.7801811355313,283.2953324633714,0.0,439.4848486721599,10800.000000000011,10311.683501475389,0.0,25.210247802197955,364.91271774606867,0.0,364.91271774606867
2025-04-22,114,18:50-19:00,1.3466,717.9416666666666,0.0,726.4395833333333,0.0,744.1370833333333,0.0,0.0,744.1370833333333,10311.683501475389,9484.864519993907,0.0,26.195416666666688,0.0,0.0,0.0
2025-04-22,115,19:00-19:10,1.3523,727.4414333333334,0.0,724.5893750000001,0.0,743.0987333333335,0.0,0.0,743.0987333333335,9484.864519993907,8659.199260734647,0.0,15.657300000000077,0.0,0.0,0.0
2025-04-22,116,19:10-19:20,1.3445,706.1313333333333,0.07601666666666666,727.3142708333332,0.06840476190476188,748.2077744047618,0.0,0.0,748.2077744047618,8659.199260734647,7827.857289173801,0.0,42.15245773809522,0.0,0.0,0.0
2025-04-22,117,19:20-19:30,1.3483,691.4449999999999,0.0,736.98375,0.0,756.6841666666667,0.0,0.0,756.6841666666667,7827.857289173801,6987.097103988616,0.0,65.23916666666673,0.0,0.0,0.0
2025-04-22,118,19:30-19:40,1.349,733.3118666666666,0.0,735.3043583333334,0.0,747.9998196428572,0.0,0.0,747.9998196428572,6987.097103988616,6155.986193274331,0.0,14.687952976190672,0.0,0.0,0.0
2025-04-22,119,19:40-19:50,1.3473,736.1624833333333,0.00545,727.0319875,0.00491007326007326,740.1907649267401,0.0,0.0,740.1907649267401,6155.986193274331,5333.552010022397,0.0,4.033731593406856,0.0,0.0,0.0
2025-04-22,120,19:50-20:00,1.3482,699.9666666666667,0.0,722.02375,0.0,745.7566666666667,0.0,0.0,745.7566666666667,5333.552010022397,4504.933491503878,0.0,45.789999999999964,0.0,0.0,0.0
2025-04-22,121,20:00-20:10,1.3513,715.3911666666665,0.0,725.7748583333333,0.0,744.113816849817,0.0,0.0,744.113816849817,4504.933491503878,3678.1403616707485,0.0,28.72265018315045,0.0,0.0,0.0
2025-04-22,122,20:10-20:20,1.34,710.9139499999999,0.00039999999999999996,730.3534916666667,0.000336996336996337,746.6489171703298,0.0,0.0,746.6489171703298,3678.1403616707485,2848.5304537037155,0.0,35.73536717032994,0.0,0.0,0.0
2025-04-22,123,20:20-20:30,1.3489,684.2983333333333,0.0,729.35,0.0,741.5941666666668,0.0,0.0,741.5941666666668,2848.5304537037155,2024.5369351851969,0.0,57.29583333333346,0.0,0.0,0.0
2025-04-22,124,20:30-20:40,1.3952,709.5522833333332,0.0,723.6484291666666,0.0,742.0832416666666,0.0,0.0,742.0832416666666,2024.5369351851969,1200.0000000000118,0.0,32.53095833333339,0.0,0.0,0.0
2025-04-22,125,20:40-20:50,1.2226,724.2084499999999,0.0,723.4714291666667,0.0,739.7662166666667,739.7662166666667,0.0,0.0,1200.0000000000118,1200.0000000000118,0.0,15.557766666666794,904.4381764966665,0.0,904.4381764966665
2025-04-22,126,20:50-21:00,0.9332,714.6116666666667,0.0,733.08125,0.0,746.7904166666668,746.7904166666668,0.0,0.0,1200.0000000000118,1200.0000000000118,0.0,32.17875000000015,696.9048168333335,0.0,696.9048168333335
2025-04-22,127,21:00-21:10,0.9068,730.8337499999999,0.0,744.1164291666666,0.0,760.2411958333331,760.2411958333331,0.0,0.0,1200.0000000000118,1200.0000000000118,0.0,29.407445833333213,689.3867163816665,0.0,689.3867163816665
2025-04-22,128,21:10-21:20,0.9371,743.5953999999999,0.0,732.9372624999999,0.0,744.2762124999998,744.2762124999998,0.0,0.0,1200.0000000000118,1200.0000000000118,0.0,0.6808124999998881,697.4612387337498,0.0,697.4612387337498
2025-04-22,129,21:20-21:30,0.9371,756.4766666666666,0.0,723.3599999999999,0.0,730.4283333333333,730.4283333333333,0.0,0.0,1200.0000000000118,1200.0000000000118,26.04833333333329,0.0,684.4843911666667,122.04946583333313,806.5338569999998
2025-04-22,130,21:30-21:40,0.9871,785.4161,0.0,747.2425,0.0,760.8177833333334,760.8177833333334,0.0,0.0,1200.0000000000118,1200.0000000000118,24.59831666666662,0.0,751.0032339283334,121.4049919083331,872.4082258366666
2025-04-22,131,21:40-21:50,0.7764,691.90595,0.0,673.2969833333333,0.0,697.70435,697.70435,0.0,0.0,1200.0000000000118,1200.0000000000118,0.0,5.798400000000015,541.69765734,0.0,541.69765734
2025-04-22,132,21:50-22:00,0.4209,539.5516666666666,0.0,543.3683333333333,0.0,556.6629166666667,1389.99625,833.3333333333333,0.0,1200.0000000000118,1950.0000000000118,0.0,17.111250000000155,585.0494216249999,0.0,585.0494216249999
2025-04-22,133,22:00-22:10,0.3859,543.8783166666666,0.0,539.7053291666666,0.0,550.8404374999999,1384.173770833333,833.3333333333333,0.0,1950.0000000000118,2700.000000000012,0.0,6.962120833333302,534.1526581645833,0.0,534.1526581645833
2025-04-22,134,22:10-22:20,0.4368,569.7993833333333,0.0,554.0929458333333,0.0,571.5021499999999,571.5021499999999,0.0,0.0,2700.000000000012,2700.000000000012,0.0,1.7027666666666619,249.63213911999998,0.0,249.63213911999998
2025-04-22,135,22:20-22:30,0.4198,550.41,0.0,536.3604166666667,0.0,541.7333333333333,1375.0666666666666,833.3333333333333,0.0,2700.000000000012,3450.000000000012,8.676666666666733,0.0,577.2529866666666,18.212323333333476,595.4653100000002
2025-04-22,136,22:30-22:40,0.4186,552.9670333333333,0.0,547.6521583333333,0.0,556.4894916666667,1389.822825,833.3333333333333,0.0,3450.000000000012,4200.000000000012,0.0,3.5224583333333612,581.779834545,0.0,581.779834545
2025-04-22,137,22:40-22:50,0.4241,549.8904666666666,0.0,563.5872499999999,0.0,580.5285166666666,1413.8618499999998,833.3333333333333,0.0,4200.000000000012,4950.000000000012,0.0,30.63805000000002,599.6188105849999,0.0,599.6188105849999
2025-04-22,138,22:50-23:00,0.4237,544.145,0.0,566.1216666666667,0.0,590.585,1423.9183333333333,833.3333333333333,0.0,4950.000000000012,5700.000000000012,0.0,46.440000000000055,603.3141978333333,0.0,603.3141978333333
2025-04-22,139,23:00-23:10,0.4248,572.1699,0.0,565.2745791666666,0.0,589.3563791666666,1256.023045833333,666.6666666666666,0.0,5700.000000000012,6300.000000000012,0.0,17.18647916666646,533.5585898699999,0.0,533.5585898699999
2025-04-22,140,23:10-23:20,0.424,582.8598999999999,0.0,566.2134708333333,0.0,586.4639958333333,1419.7973291666667,833.3333333333333,0.0,6300.000000000012,7050.000000000012,0.0,3.604095833333531,601.9940675666667,0.0,601.9940675666667
2025-04-22,141,23:20-23:30,0.422,560.3766666666667,0.0,563.8166666666666,0.0,584.0583333333333,1417.3916666666664,833.3333333333333,0.0,7050.000000000012,7800.000000000012,0.0,23.681666666666388,598.1392833333332,0.0,598.1392833333332
2025-04-22,142,23:30-23:40,0.424,545.3908833333332,0.0,551.5892916666667,0.0,569.6571583333332,1402.9904916666665,833.3333333333333,0.0,7800.000000000012,8550.000000000011,0.0,24.26627499999995,594.8679684666665,0.0,594.8679684666665
2025-04-22,143,23:40-23:50,0.4271,571.01845,0.0,551.3630333333333,0.0,571.5173416666667,571.5173416666667,0.0,0.0,8550.000000000011,8550.000000000011,0.0,0.49889166666662277,244.0950566258333,0.0,244.0950566258333
2025-04-22,144,23:50-24:00,0.4276,610.5799999999999,0.0,564.7845833333333,0.0,578.2954166666666,578.2954166666666,0.0,0.0,8550.000000000011,8550.000000000011,32.28458333333333,0.0,247.27912016666662,69.02443916666665,316.3035593333333
2025-04-23,1,0:00-0:10,0.4248,606.0400833333333,0.0,571.3238833333332,0.0,589.9035666666666,1423.2368999999999,833.3333333333333,0.0,8550.000000000011,9300.000000000011,16.136516666666694,0.0,604.59103512,34.27396140000006,638.8649965200001
2025-04-23,2,0:10-0:20,0.4245,600.4053166666666,0.0,571.1580041666666,0.0,587.9711625,1421.3044958333332,833.3333333333333,0.0,9300.000000000011,10050.000000000011,12.43415416666653,0.0,603.3437584812499,26.39149221874971,629.7352506999996
2025-04-23,3,0:20-0:30,0.4269,602.9416666666666,0.0,569.0995833333333,0.0,580.9716666666666,580.9716666666666,0.0,0.0,10050.000000000011,10050.000000000011,21.970000000000027,0.0,248.01680449999995,46.89496500000006,294.9117695
2025-04-23,4,0:30-0:40,0.4272,584.1545833333332,0.0,568.6724249999999,0.0,579.6297041666666,579.6297041666666,0.0,0.0,10050.000000000011,10050.000000000011,4.524879166666665,0.0,247.61780961999997,9.665141899999997,257.28295152
2025-04-23,5,0:40-0:50,0.4271,594.3963833333332,0.0,571.3954291666666,0.0,591.8580458333333,591.8580458333333,0.0,0.0,10050.000000000011,10050.000000000011,2.5383374999998978,0.0,252.78257137541667,5.420619731249782,258.20319110666645
2025-04-23,6,0:50-1:00,0.4285,621.9733333333334,0.0,573.3570833333333,0.0,595.8870833333333,595.8870833333333,0.0,0.0,10050.000000000011,10050.000000000011,26.086250000000064,0.0,255.33761520833332,55.88979062500014,311.2274058333335
2025-04-23,7,1:00-1:10,0.4311,599.7503666666667,0.0,570.3335625,0.0,583.7168666666666,583.7168666666666,0.0,0.0,10050.000000000011,10050.000000000011,16.033500000000004,0.0,251.64034121999998,34.56020925000001,286.20055047
2025-04-23,8,1:10-1:20,0.4302,568.2111833333333,0.0,575.80625,0.0,598.232625,598.232625,0.0,0.0,10050.000000000011,10050.000000000011,0.0,30.021441666666647,257.35967527500003,0.0,257.35967527500003
2025-04-23,9,1:20-1:30,0.4279,566.795,0.0,589.5566666666666,0.0,616.59125,616.59125,0.0,0.0,10050.000000000011,10050.000000000011,0.0,49.796249999999986,263.839395875,0.0,263.839395875
2025-04-23,10,1:30-1:40,0.4312,595.6917666666666,0.0,596.6433833333333,0.0,609.9022958333334,609.9022958333334,0.0,0.0,10050.000000000011,10050.000000000011,0.0,14.210529166666788,262.9898699633334,0.0,262.9898699633334
2025-04-23,11,1:40-1:50,0.4333,615.07205,0.0,596.0047708333333,0.0,610.6065041666666,610.6065041666666,0.0,0.0,10050.000000000011,10050.000000000011,4.465545833333408,0.0,264.57579825541666,9.67460504791683,274.2504033033335
2025-04-23,12,1:50-2:00,0.4311,610.64,0.0,591.3720833333333,0.0,610.0966666666666,610.0966666666666,0.0,0.0,10050.000000000011,10050.000000000011,0.5433333333334076,0.0,263.01267299999995,1.17115500000016,264.1838280000001
2025-04-23,13,2:00-2:10,0.4293,600.8299833333333,0.0,586.7322708333332,0.0,609.9388749999998,609.9388749999998,0.0,0.0,10050.000000000011,10050.000000000011,0.0,9.108891666666523,261.8467590374999,0.0,261.8467590374999
2025-04-23,14,2:10-2:20,0.4324,593.5779666666666,0.0,582.8075916666667,0.0,602.3684666666666,602.3684666666666,0.0,0.0,10050.000000000011,10050.000000000011,0.0,8.790499999999952,260.4641249866666,0.0,260.4641249866666
2025-04-23,15,2:20-2:30,0.4367,581.6583333333333,0.0,584.1612499999999,0.0,608.7808333333332,608.7808333333332,0.0,0.0,10050.000000000011,10050.000000000011,0.0,27.122499999999945,265.8545899166666,0.0,265.8545899166666
2025-04-23,16,2:30-2:40,0.4348,558.6190833333333,0.0,594.4282708333333,0.0,618.4901458333333,618.4901458333333,0.0,0.0,10050.000000000011,10050.000000000011,0.0,59.871062499999994,268.9195154083333,0.0,268.9195154083333
2025-04-23,17,2:40-2:50,0.4335,567.0337499999999,0.0,596.0839791666667,0.0,611.7835666666667,611.7835666666667,0.0,0.0,10050.000000000011,10050.000000000011,0.0,44.74981666666679,265.20817615000004,0.0,265.20817615000004
2025-04-23,18,2:50-3:00,0.4357,601.1583333333333,0.0,594.2641666666666,0.0,616.0737499999998,616.0737499999998,0.0,0.0,10050.000000000011,10050.000000000011,0.0,14.915416666666488,268.4233328749999,0.0,268.4233328749999
2025-04-23,19,3:00-3:10,0.4374,610.2666833333333,0.0,608.7749875,0.0,625.1534583333332,625.1534583333332,0.0,0.0,10050.000000000011,10050.000000000011,0.0,14.886774999999943,273.44212267499995,0.0,273.44212267499995
2025-04-23,20,3:10-3:20,0.4371,606.1276166666667,0.0,608.0741791666667,0.0,623.4011916666667,623.4011916666667,0.0,0.0,10050.000000000011,10050.000000000011,0.0,17.27357500000005,272.4886608775,0.0,272.4886608775
2025-04-23,21,3:20-3:30,0.4356,607.555,0.0,592.4495833333333,0.0,600.6245833333332,600.6245833333332,0.0,0.0,10050.000000000011,10050.000000000011,6.9304166666667015,0.0,261.63206849999995,15.094447500000076,276.726516
2025-04-23,22,3:30-3:40,0.4353,617.5884,0.00031666666666666665,596.5423666666666,0.0003586080586080586,614.1879372252746,614.1879372252746,0.0,0.0,10050.000000000011,10050.000000000011,3.4001461080587205,0.0,267.35600907416205,7.400418004189805,274.75642707835186
2025-04-23,23,3:40-3:50,0.436,614.6860166666667,0.0,612.5555041666667,0.0,633.6835624999999,633.6835624999999,0.0,0.0,10050.000000000011,10050.000000000011,0.0,18.99754583333322,276.28603324999995,0.0,276.28603324999995
2025-04-23,24,3:50-4:00,0.4378,606.125,0.0,622.6883333333333,0.0,646.395,646.395,0.0,0.0,10050.000000000011,10050.000000000011,0.0,40.26999999999998,282.991731,0.0,282.991731
2025-04-23,25,4:00-4:10,0.4401,620.4195166666666,0.004516666666666666,617.7775166666665,0.005263186813186813,635.0065368589742,635.0065368589742,0.0,0.0,10050.000000000011,10050.000000000011,0.0,14.591536858974223,279.4663768716345,0.0,279.4663768716345
2025-04-23,26,4:10-4:20,0.4389,632.3473833333333,0.0,617.7004541666666,0.0,632.5791375,632.5791375,0.0,0.0,10050.000000000011,10050.000000000011,0.0,0.23175416666674664,277.63898344875,0.0,277.63898344875
2025-04-23,27,4:20-4:30,0.4364,620.3083333333333,0.0,624.3774999999999,0.0,639.9854166666667,639.9854166666667,0.0,0.0,10050.000000000011,10050.000000000011,0.0,19.67708333333337,279.2896358333333,0.0,279.2896358333333
2025-04-23,28,4:30-4:40,0.4393,590.4084499999999,0.06281666666666666,620.8866708333333,0.07329578754578754,633.9553708791208,633.9553708791208,0.0,0.0,10050.000000000011,10050.000000000011,0.0,43.60973754578754,278.49659442719775,0.0,278.49659442719775
2025-04-23,29,4:40-4:50,0.4422,587.4761166666666,0.0,615.1872833333332,0.0,637.4629559523808,637.4629559523808,0.0,0.0,10050.000000000011,10050.000000000011,0.0,49.986839285714154,281.88611912214276,0.0,281.88611912214276
2025-04-23,30,4:50-5:00,0.4395,612.43,0.0,608.7666666666667,0.0,632.0475,632.0475,0.0,0.0,10050.000000000011,10050.000000000011,0.0,19.617500000000064,277.78487625,0.0,277.78487625
2025-04-23,31,5:00-5:10,0.4333,623.1879333333333,0.875,598.0806875,1.0208408424908424,616.4427091575091,616.4427091575091,0.0,0.0,10050.000000000011,10050.000000000011,5.870224175824205,0.0,267.1046258779487,12.71784067692314,279.8224665548718
2025-04-23,32,5:10-5:20,0.4439,619.36325,0.0,608.9720833333332,0.0,628.3824331043955,628.3824331043955,0.0,0.0,10050.000000000011,10050.000000000011,0.0,9.019183104395552,278.9389620550412,0.0,278.9389620550412
2025-04-23,33,5:20-5:30,0.4301,613.9616666666666,0.53125,620.9812499999999,0.0,637.7283333333332,637.7283333333332,0.0,0.0,10050.000000000011,10050.000000000011,0.0,24.29791666666665,274.28695616666664,0.0,274.28695616666664
2025-04-23,34,5:30-5:40,0.3713,628.8695833333334,27.928199999999997,601.719025,29.47005036630037,586.0851201465201,1419.4184534798533,833.3333333333333,0.0,10050.000000000011,10800.000000000011,14.856263186813521,0.0,527.0300717770696,27.5806526063193,554.6107243833889
2025-04-23,35,5:40-5:50,0.5708,707.7788333333333,72.80681666666666,677.16165,71.56028663003663,613.6313418498169,613.6313418498169,0.0,0.0,10800.000000000011,10800.000000000011,21.34067481684974,0.0,350.26076992787546,60.90628592728916,411.1670558551646
2025-04-23,36,5:50-6:00,0.9099,804.4683333333334,119.36874999999999,806.8358333333333,115.39539835164835,702.80733974359,0.0,0.0,708.5568635531135,10800.000000000011,10012.714596052107,0.0,23.45728021978016,0.0,0.0,0.0
2025-04-23,37,6:00-6:10,0.9368,817.24775,157.47476666666665,814.4150999999999,161.76972875457875,662.1032184981684,0.0,0.0,667.9393019688644,10012.714596052107,9270.559816086703,0.0,8.16631863553107,0.0,0.0,0.0
2025-04-23,38,6:10-6:20,0.8758,801.5129833333333,206.26825,801.1769,208.9176324175824,603.7363445054946,0.0,0.0,608.2893648809527,9270.559816086703,8594.682743996755,0.0,13.04463154761936,0.0,0.0,0.0
2025-04-23,39,6:20-6:30,0.8759,798.6299999999999,269.16875,814.6904166666666,260.0581043956044,573.4572573260073,0.0,0.0,584.3265659340657,8594.682743996755,7945.431004070015,0.0,54.86531593406585,0.0,0.0,0.0
2025-04-23,40,6:30-6:40,0.8601,796.8858333333333,329.42176666666666,800.5636166666666,319.46279523809517,499.78360187728936,0.0,0.0,506.7094436355311,7945.431004070015,7382.420511141647,0.0,39.24537696886449,0.0,0.0,0.0
2025-04-23,41,6:40-6:50,0.8442,790.1116166666667,382.0137666666667,795.45595,373.23639450549456,449.7955213369963,0.0,0.0,457.2538631410255,7382.420511141647,6874.360663207175,0.0,49.15601314102548,0.0,0.0,0.0
2025-04-23,42,6:50-7:00,0.8334,784.6516666666666,429.09999999999997,800.4820833333333,417.56771978021976,413.2076144688646,0.0,0.0,437.7035622710623,6874.360663207175,6388.023371794883,0.0,82.15189560439563,0.0,0.0,0.0
2025-04-23,43,7:00-7:10,0.8092,795.3410166666665,474.24955,779.0188791666666,463.66052417582415,342.9931765567766,0.0,0.0,343.26872097069577,6388.023371794883,6006.6136818274435,0.0,22.177254304029248,0.0,0.0,0.0
2025-04-23,44,7:10-7:20,0.7972,826.38275,511.59341666666666,778.8066583333332,522.9711049450549,284.3016625457872,0.0,0.0,290.3911325091574,6006.6136818274435,5683.95686792838,24.398200824175944,0.0,0.0,97.25122848516531,97.25122848516531
2025-04-23,45,7:20-7:30,0.7644,822.895,551.6687499999999,791.3687499999999,582.9530906593408,233.79870421245403,0.0,0.0,237.85423992673975,5683.95686792838,5419.674379120891,33.3720100732603,0.0,0.0,127.54782250000086,127.54782250000086
2025-04-23,46,7:30-7:40,0.6899,751.0880333333332,611.8741666666666,780.8477666666668,621.3250247252747,209.6041838827839,0.0,0.0,211.37905187728916,5419.674379120891,5184.808765923903,0.0,72.16518521062255,0.0,0.0,0.0
2025-04-23,47,7:40-7:50,0.86,869.1947,663.83915,902.0090583333333,670.2788978021979,273.46606057692304,0.0,0.0,306.84173521062246,5184.808765923903,4843.873504578767,0.0,101.48618521062247,0.0,0.0,0.0
2025-04-23,48,7:50-8:00,1.1617,1108.8833333333332,713.5562499999999,1091.7345833333331,725.7504120879119,420.9528891941392,0.0,0.0,447.79832875457873,4843.873504578767,4346.319805962568,0.0,52.471245421245385,0.0,0.0,0.0
2025-04-23,49,8:00-8:10,1.1683,1126.6208499999998,791.6218666666666,1112.1608374999998,754.4354796703298,402.04169789377283,0.0,0.0,419.3272500457872,4346.319805962568,3880.4006392450274,0.0,84.32826671245402,0.0,0.0,0.0
2025-04-23,50,8:10-8:20,1.0956,1072.3882166666667,845.7235333333333,1085.9766416666666,803.4353917582416,319.1461656135534,0.0,0.0,348.10808621794877,3880.4006392450274,3493.6138767806397,0.0,121.44340288461535,0.0,0.0,0.0
2025-04-23,51,8:20-8:30,1.0849,1077.5233333333333,864.2749999999999,1091.3174999999999,868.0518543956042,266.36373168498153,0.0,0.0,291.5901694139195,3493.6138767806397,3169.6247996540624,0.0,78.34183608058606,0.0,0.0,0.0
2025-04-23,52,8:30-8:40,1.061,1112.5429833333333,890.8554,1083.9022541666666,897.380665934066,258.9633414377288,0.0,0.0,286.6049027930401,3169.6247996540624,2851.1749076617953,0.0,64.91731945970685,0.0,0.0,0.0
2025-04-23,53,8:40-8:50,1.043,1095.4514833333333,941.3964166666666,1079.0547958333332,942.4149902930403,202.25021533882773,0.0,0.0,247.225868040293,2851.1749076617953,2576.4794987281366,0.0,93.17080137362632,0.0,0.0,0.0
2025-04-23,54,8:50-9:00,1.036,1048.6366666666665,1013.4812499999999,1081.1329166666667,1010.1991071428571,106.13882326007331,0.0,0.0,141.76179487179513,2576.4794987281366,2418.9663933150305,0.0,106.60637820512852,0.0,0.0,0.0
2025-04-23,55,9:00-9:10,1.0147,1071.4186833333333,1088.8541,1074.5148041666666,1054.2301752747253,64.96646675824172,0.0,0.0,80.75469922161176,2418.9663933150305,2329.2389497354616,0.0,98.19011588827846,0.0,0.0,0.0
2025-04-23,56,9:10-9:20,0.9922,1109.2777833333332,1131.67915,1072.5269041666666,1093.745665750916,38.37895389194091,0.0,0.0,50.34205219780188,2329.2389497354616,2273.303336182348,0.0,72.7434188644686,0.0,0.0,0.0
2025-04-23,57,9:20-9:30,0.97,1114.4066666666665,1164.4624999999999,1081.1970833333332,1143.596497252747,-16.16657051282027,0.0,0.0,33.069299450549806,2273.303336182348,2236.559670126182,0.0,83.12513278388315,0.0,0.0,0.0
2025-04-23,58,9:30-9:40,0.9422,1093.17245,1240.227033333333,1090.3650958333333,1194.5878805860805,-18.365948855311444,0.0,0.0,5.050463507326413,2236.559670126182,2230.94804400693,0.0,152.1050468406595,0.0,0.0,0.0
2025-04-23,59,9:40-9:50,0.9569,1081.3448166666667,1288.0122999999999,1085.536875,1228.6385326007326,-79.72304720695934,0.0,23.776557463369954,0.0,2230.94804400693,2252.3469457239635,0.0,182.8909258699632,0.0,0.0,0.0
2025-04-23,60,9:50-10:00,0.9977,1087.1533333333332,1305.8374999999999,1075.7054166666667,1246.68853021978,-98.67411172161133,0.0,41.528672161171926,0.0,2252.3469457239635,2289.722750669018,0.0,177.15549450549474,0.0,0.0,0.0
2025-04-23,61,10:00-10:10,0.9919,1088.7176666666664,1364.12975,1082.168375,1266.4510078754581,-92.19729404761938,0.0,59.89737280219788,0.0,2289.722750669018,2343.6303861909955,0.0,215.51471053113573,0.0,0.0,0.0
2025-04-23,62,10:10-10:20,0.9588,1081.6613666666667,1421.1968,1079.4869374999998,1289.0097527472526,-134.23845773809535,0.0,59.21914409340661,0.0,2343.6303861909955,2396.9276158750617,0.0,280.3162892399266,0.0,0.0,0.0
2025-04-23,63,10:20-10:30,0.9549,1075.955,1426.7625,1068.37375,1317.913461538462,-169.18045787545816,0.0,96.68427197802248,0.0,2396.9276158750617,2483.9434606552823,0.0,254.12322802197764,0.0,0.0,0.0
2025-04-23,64,10:30-10:40,0.9839,1081.2683666666667,1379.8561666666667,1074.5887458333332,1357.423944871795,-179.26476900183206,0.0,156.28046103479892,0.0,2483.9434606552823,2624.5958755866013,0.0,142.3073389652011,0.0,0.0,0.0
2025-04-23,65,10:40-10:50,0.799,1069.8943666666667,1387.9343,1073.2341166666665,1388.0488805860807,-209.50190439560447,0.0,139.13789281135564,0.0,2624.5958755866013,2749.8199791168217,0.0,178.9020405219776,0.0,0.0,0.0
2025-04-23,66,10:50-11:00,0.5025,1054.71,1435.50625,1062.0095833333332,1402.6109203296703,-226.5437866300365,0.0,226.5437866300365,0.0,2749.8199791168217,2953.7093870838544,0.0,154.25246336996338,0.0,0.0,0.0
2025-04-23,67,11:00-11:10,0.4662,1076.00165,1400.75995,1063.7698541666666,1409.777596336996,-281.74134555860803,551.5919877747252,833.3333333333333,0.0,2953.7093870838544,3703.7093870838544,0.0,43.01695444139193,257.1521847005769,0.0,257.1521847005769
2025-04-23,68,11:10-11:20,0.5007,1086.1630666666665,1334.22845,1060.7174666666665,1408.697945787546,-276.65229162087917,0.0,276.65229162087917,0.0,3703.7093870838544,3952.6964495426455,28.58690828754561,0.0,0.0,71.56732489787045,71.56732489787045
2025-04-23,69,11:20-11:30,0.4827,1074.33,1292.9187499999998,1057.49875,1405.4318681318678,-266.0360622710623,0.0,266.0360622710623,0.0,3952.6964495426455,4192.128905586602,47.4473122710624,0.0,0.0,114.5140881662091,114.5140881662091
2025-04-23,70,11:30-11:40,0.4785,1071.5803166666665,1288.8978333333332,1072.2560041666666,1411.577747069597,-247.0892986263741,391.37687566080854,638.4661742871826,0.0,4192.128905586602,4766.748462445066,29.77178195970737,0.0,187.2738350036969,71.22898833859988,258.5028233422968
2025-04-23,71,11:40-11:50,0.4662,1042.1325,1307.0493833333333,1048.9271166666665,1422.636043040293,-289.75387321428593,543.5794601190473,833.3333333333333,0.0,4766.748462445066,5516.748462445066,24.836989880952615,0.0,253.41674430749987,57.89502341250054,311.31176772000043
2025-04-23,72,11:50-12:00,0.4432,988.1716666666666,1315.4624999999999,999.1604166666666,1423.517857142857,-350.1852930402931,483.14804029304014,833.3333333333333,0.0,5516.748462445066,6266.748462445066,22.89445970695988,0.0,214.1312114578754,50.73412271062308,264.86533416849846
2025-04-23,73,12:00-12:10,0.4411,960.8181,1292.7053833333332,995.2069291666667,1403.169245238095,-280.1856310439563,553.147702289377,833.3333333333333,0.0,6266.748462445066,7016.748462445066,0.0,51.701652289376966,243.99345147984417,0.0,243.99345147984417
2025-04-23,74,12:10-12:20,0.4551,983.2724,1297.6978333333332,1006.370975,1391.2321490842487,-313.05001813186755,520.2833152014657,833.3333333333333,0.0,7016.748462445066,7766.748462445066,0.0,1.375415201465671,236.78093674818706,0.0,236.78093674818706
2025-04-23,75,12:20-12:30,0.4463,1018.155,1335.8249999999998,1001.1908333333332,1398.3254120879121,-317.4726419413921,515.8606913919411,833.3333333333333,0.0,7766.748462445066,8516.748462445066,0.0,0.19735805860773326,230.22862656822332,0.0,230.22862656822332
2025-04-23,76,12:30-12:40,0.4113,1006.5383666666667,1351.6244833333333,984.4511875000001,1411.3977494505493,-318.23851497252724,515.094818360806,833.3333333333333,0.0,8516.748462445066,9266.748462445066,0.0,26.84760169413937,211.85849879179952,0.0,211.85849879179952
2025-04-23,77,12:40-12:50,0.5682,1011.6515666666666,1341.6987166666665,999.5638583333332,1438.447224542124,-338.90657316849774,0.0,309.7002009157511,0.0,9266.748462445066,9545.478643269242,0.0,20.346949084248877,0.0,0.0,0.0
2025-04-23,78,12:50-13:00,0.8279,1045.4783333333332,1328.00625,1038.6074999999998,1462.5151785714288,-328.58565934065996,0.0,297.8714972527472,0.0,9545.478643269242,9813.562990796714,15.34358058608052,0.0,0.0,63.514751836080315,63.514751836080315
2025-04-23,79,13:00-13:10,0.8636,1054.8291333333332,1328.5891166666665,1048.7096625,1446.8312175824176,-299.14960448717966,0.0,288.0020572802198,0.0,9813.562990796714,10072.764842348912,14.242073946886421,0.0,0.0,61.497275302655574,61.497275302655574
2025-04-23,80,13:10-13:20,0.8416,1054.2635833333334,1302.2647666666667,1039.9734125,1397.7870397435895,-250.28080572344356,0.0,240.34307216117213,0.0,10072.764842348912,10289.073607293967,0.0,7.6581111721611705,0.0,0.0,0.0
